    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
340920 | 106614           106615 1.914e-03 |
340940 | 106620           106621 1.909e-03 |
340960 | 106628           106629 1.915e-03 |
340980 | 106632           106633 1.911e-03 |
341000 | 106638           106639 1.914e-03 |
341020 | 106646           106647 1.911e-03 |
341040 | 106650           106651 1.919e-03 |
341060 | 106659           106660 2.420e-03 |
341080 | 106664           106665 1.902e-03 |
341100 | 106669           106670 1.898e-03 |
341120 | 106678           106679 2.420e-03 |
341140 | 106682           106683 1.879e-03 |
341160 | 106686           106687 1.906e-03 |
341180 | 106695           106696 1.865e-03 |
341200 | 106700           106701 2.428e-03 |
341220 | 106706           106707 1.899e-03 |
341240 | 106714           106715 1.898e-03 |
341260 | 106720           106721 2.915e-03 |
341280 | 106728           106729 1.939e-03 |
341300 | 106734           106735 1.894e-03 |
341320 | 106738           106739 2.355e-03 |
341340 | 106745           106746 2.441e-03 |
341360 | 106752           106753 1.897e-03 |
341380 | 106756           106757 2.367e-03 |
341400 | 106764           106765 2.435e-03 |
341420 | 106771           106772 1.932e-03 |
341440 | 106776           106777 1.862e-03 |
341460 | 106783           106784 2.404e-03 |
341480 | 106790           106791 1.898e-03 |
341500 | 106795           106796 1.866e-03 |
341520 | 106803           106804 2.939e-03 |
341540 | 106808           106809 1.899e-03 |
341560 | 106812           106813 1.929e-03 |
341580 | 106822           106823 2.933e-03 |
341600 | 106827           106828 1.902e-03 |
341620 | 106832           106833 1.866e-03 |
341640 | 106840           106841 2.903e-03 |
341660 | 106845           106846 1.979e-03 |
341680 | 106852           106853 1.897e-03 |
341700 | 106860           106861 2.905e-03 |
341720 | 106864           106865 1.937e-03 |
341740 | 106872           106873 1.937e-03 |
341760 | 106878           106879 2.367e-03 |
341780 | 106882           106883 2.444e-03 |
341800 | 106889           106890 1.927e-03 |
341820 | 106896           106897 2.413e-03 |
341840 | 106901           106902 2.444e-03 |
341860 | 106907           106908 1.899e-03 |
341880 | 106915           106916 2.410e-03 |
341900 | 106920           106921 2.474e-03 |
341920 | 106929           106930 1.958e-03 |
341940 | 106933           106934 1.892e-03 |
341960 | 106938           106939 2.994e-03 |
341980 | 106947           106948 2.158e-03 |
342000 | 106952           106953 1.920e-03 |
342020 | 106958           106959 2.926e-03 |
342040 | 106967           106968 1.916e-03 |
342060 | 106972           106973 1.919e-03 |
342080 | 106977           106978 2.918e-03 |
342100 | 106987           106988 1.921e-03 |
342120 | 106991           106992 1.920e-03 |
342140 | 107000           107001 2.921e-03 |
342160 | 107006           107007 1.915e-03 |
342180 | 107010           107011 1.917e-03 |
342200 | 107018           107019 2.912e-03 |
342220 | 107025           107026 1.916e-03 |
342240 | 107029           107030 1.941e-03 |
342260 | 107037           107038 2.922e-03 |
342280 | 107044           107045 1.923e-03 |
342300 | 107049           107050 1.937e-03 |
342320 | 107057           107058 2.951e-03 |
342340 | 107062           107063 1.975e-03 |
342360 | 107067           107068 1.954e-03 |
342380 | 107075           107076 2.452e-03 |
342400 | 107079           107080 2.570e-03 |
342420 | 107084           107085 2.007e-03 |
342440 | 107093           107094 3.018e-03 |
342460 | 107098           107099 2.053e-03 |
342480 | 107102           107103 2.032e-03 |
342500 | 107110           107111 3.033e-03 |
342520 | 107115           107116 2.186e-03 |
342540 | 107124           107125 1.996e-03 |
342560 | 107129           107130 3.069e-03 |
342580 | 107133           107134 2.052e-03 |
342600 | 107141           107142 2.046e-03 |
342620 | 107148           107149 3.113e-03 |
342640 | 107151           107152 2.313e-03 |
342660 | 107161           107162 1.979e-03 |
342680 | 107166           107167 3.073e-03 |
342700 | 107171           107172 2.124e-03 |
342720 | 107179           107180 2.564e-03 |
342740 | 107185           107186 2.567e-03 |
342760 | 107191           107192 2.050e-03 |
342780 | 107198           107199 2.564e-03 |
342800 | 107203           107204 2.531e-03 |
342820 | 107207           107208 2.246e-03 |
342840 | 107216           107217 3.065e-03 |
342860 | 107220           107221 1.999e-03 |
342880 | 107226           107227 2.027e-03 |
342900 | 107234           107235 3.071e-03 |
342920 | 107239           107240 2.122e-03 |
342940 | 107247           107248 2.008e-03 |
342960 | 107252           107253 3.016e-03 |
342980 | 107256           107257 2.088e-03 |
343000 | 107266           107267 2.043e-03 |
343020 | 107272           107273 3.093e-03 |
343040 | 107275           107276 2.037e-03 |
343060 | 107284           107285 1.981e-03 |
343080 | 107289           107290 3.040e-03 |
343100 | 107294           107295 2.098e-03 |
343120 | 107302           107303 2.054e-03 |
343140 | 107308           107309 3.034e-03 |
343160 | 107315           107316 2.029e-03 |
343180 | 107323           107324 2.016e-03 |
343200 | 107327           107328 3.110e-03 |
343220 | 107333           107334 2.201e-03 |
343240 | 107341           107342 2.599e-03 |
343260 | 107345           107346 2.499e-03 |
343280 | 107352           107353 1.986e-03 |
343300 | 107360           107361 2.649e-03 |
343320 | 107364           107365 2.003e-03 |
343340 | 107371           107372 2.069e-03 |
343360 | 107379           107380 3.056e-03 |
343380 | 107383           107384 2.300e-03 |
343400 | 107392           107393 1.994e-03 |
343420 | 107397           107398 3.151e-03 |
343440 | 107401           107402 2.102e-03 |
343460 | 107410           107411 2.000e-03 |
343480 | 107415           107416 3.176e-03 |
343500 | 107420           107421 2.185e-03 |
343520 | 107429           107430 2.656e-03 |
343540 | 107435           107436 2.562e-03 |
343560 | 107440           107441 2.008e-03 |
343580 | 107449           107450 2.511e-03 |
343600 | 107454           107455 2.571e-03 |
343620 | 107460           107461 2.184e-03 |
343640 | 107468           107469 3.162e-03 |
343660 | 107472           107473 2.003e-03 |
343680 | 107478           107479 2.006e-03 |
343700 | 107486           107487 3.050e-03 |
343720 | 107490           107491 2.104e-03 |
343740 | 107496           107497 2.013e-03 |
343760 | 107504           107505 3.017e-03 |
343780 | 107508           107509 2.070e-03 |
343800 | 107518           107519 2.070e-03 |
343820 | 107523           107524 3.040e-03 |
343840 | 107527           107528 2.284e-03 |
343860 | 107536           107537 1.999e-03 |
343880 | 107541           107542 2.962e-03 |
343900 | 107545           107546 2.082e-03 |
343920 | 107554           107555 2.062e-03 |
343940 | 107559           107560 3.074e-03 |
343960 | 107564           107565 1.988e-03 |
343980 | 107572           107573 2.585e-03 |
344000 | 107577           107578 2.644e-03 |
344020 | 107583           107584 2.017e-03 |
344040 | 107590           107591 2.803e-03 |
344060 | 107595           107596 2.519e-03 |
344080 | 107601           107602 1.984e-03 |
344100 | 107609           107610 3.089e-03 |
344120 | 107613           107614 2.099e-03 |
344140 | 107620           107621 2.085e-03 |
344160 | 107627           107628 3.068e-03 |
344180 | 107631           107632 2.045e-03 |
344200 | 107641           107642 2.122e-03 |
344220 | 107647           107648 3.097e-03 |
344240 | 107651           107652 2.264e-03 |
344260 | 107660           107661 2.136e-03 |
344280 | 107665           107666 3.019e-03 |
344300 | 107669           107670 2.015e-03 |
344320 | 107678           107679 2.638e-03 |
344340 | 107684           107685 2.561e-03 |
344360 | 107689           107690 2.101e-03 |
344380 | 107697           107698 2.608e-03 |
344400 | 107702           107703 2.595e-03 |
344420 | 107709           107710 2.128e-03 |
344440 | 107716           107717 3.342e-03 |
344460 | 107720           107721 2.229e-03 |
344480 | 107727           107728 2.061e-03 |
344500 | 107734           107735 3.264e-03 |
344520 | 107738           107739 2.486e-03 |
344540 | 107745           107746 2.640e-03 |
344560 | 107752           107753 2.783e-03 |
344580 | 107756           107757 2.074e-03 |
344600 | 107763           107764 3.073e-03 |
344620 | 107770           107771 2.113e-03 |
344640 | 107775           107776 2.206e-03 |
344660 | 107783           107784 3.039e-03 |
344680 | 107788           107789 2.065e-03 |
344700 | 107792           107793 2.124e-03 |
344720 | 107802           107803 3.185e-03 |
344740 | 107807           107808 2.099e-03 |
344760 | 107812           107813 2.590e-03 |
344780 | 107821           107822 2.686e-03 |
344800 | 107826           107827 2.150e-03 |
344820 | 107833           107834 3.385e-03 |
344840 | 107841           107842 2.121e-03 |
344860 | 107845           107846 2.054e-03 |
344880 | 107852           107853 3.079e-03 |
344900 | 107859           107860 2.142e-03 |
344920 | 107863           107864 2.144e-03 |
344940 | 107870           107871 3.056e-03 |
344960 | 107877           107878 2.165e-03 |
344980 | 107881           107882 2.104e-03 |
345000 | 107888           107889 3.109e-03 |
345020 | 107896           107897 2.184e-03 |
345040 | 107901           107902 2.731e-03 |
345060 | 107910           107911 2.567e-03 |
345080 | 107915           107916 2.095e-03 |
345100 | 107918           107919 3.259e-03 |
345120 | 107928           107929 2.034e-03 |
345140 | 107933           107934 2.141e-03 |
345160 | 107937           107938 3.182e-03 |
345180 | 107947           107948 2.266e-03 |
345200 | 107951           107952 2.150e-03 |
345220 | 107957           107958 3.289e-03 |
345240 | 107965           107966 2.158e-03 |
345260 | 107969           107970 2.651e-03 |
345280 | 107977           107978 2.639e-03 |
345300 | 107983           107984 2.210e-03 |
345320 | 107987           107988 3.174e-03 |
345340 | 107994           107995 2.116e-03 |
345360 | 108001           108002 2.277e-03 |
345380 | 108005           108006 3.232e-03 |
345400 | 108012           108013 2.364e-03 |
345420 | 108019           108020 2.803e-03 |
345440 | 108024           108025 2.526e-03 |
345460 | 108033           108034 2.208e-03 |
345480 | 108038           108039 3.344e-03 |
345500 | 108043           108044 2.105e-03 |
345520 | 108052           108053 2.213e-03 |
345540 | 108056           108057 3.309e-03 |
345560 | 108060           108061 2.135e-03 |
345580 | 108069           108070 2.837e-03 |
345600 | 108073           108074 2.956e-03 |
345620 | 108079           108080 2.215e-03 |
345640 | 108087           108088 3.188e-03 |
345660 | 108092           108093 2.143e-03 |
345680 | 108100           108101 2.955e-03 |
345700 | 108106           108107 2.632e-03 |
345720 | 108110           108111 2.278e-03 |
345740 | 108117           108118 3.301e-03 |
345760 | 108124           108125 2.172e-03 |
345780 | 108128           108129 2.318e-03 |
345800 | 108136           108137 3.362e-03 |
345820 | 108142           108143 2.108e-03 |
345840 | 108147           108148 2.790e-03 |
345860 | 108155           108156 2.721e-03 |
345880 | 108161           108162 2.142e-03 |
345900 | 108167           108168 3.076e-03 |
345920 | 108175           108176 2.038e-03 |
345940 | 108180           108181 2.157e-03 |
345960 | 108184           108185 3.188e-03 |
345980 | 108193           108194 2.244e-03 |
346000 | 108198           108199 2.127e-03 |
346020 | 108204           108205 3.086e-03 |
346040 | 108211           108212 2.168e-03 |
346060 | 108216           108217 3.495e-03 |
346080 | 108224           108225 2.537e-03 |
346100 | 108230           108231 2.381e-03 |
346120 | 108234           108235 3.469e-03 |
346140 | 108243           108244 2.619e-03 |
346160 | 108249           108250 3.640e-03 |
346180 | 108252           108253 2.468e-03 |
346200 | 108260           108261 3.707e-03 |
346220 | 108266           108267 2.476e-03 |
346240 | 108271           108272 2.551e-03 |
346260 | 108278           108279 3.147e-03 |
346280 | 108285           108286 2.108e-03 |
346300 | 108291           108292 2.766e-03 |
346320 | 108299           108300 2.512e-03 |
346340 | 108303           108304 2.331e-03 |
346360 | 108309           108310 3.121e-03 |
346380 | 108318           108319 2.027e-03 |
346400 | 108323           108324 2.094e-03 |
346420 | 108328           108329 3.167e-03 |
346440 | 108337           108338 2.152e-03 |
346460 | 108341           108342 2.091e-03 |
346480 | 108347           108348 3.049e-03 |
346500 | 108356           108357 2.212e-03 |
346520 | 108361           108362 2.054e-03 |
346540 | 108369           108370 3.020e-03 |
346560 | 108374           108375 2.089e-03 |
346580 | 108378           108379 3.148e-03 |
346600 | 108385           108386 2.423e-03 |
346620 | 108392           108393 2.082e-03 |
346640 | 108396           108397 3.058e-03 |
346660 | 108404           108405 2.142e-03 |
346680 | 108410           108411 2.056e-03 |
346700 | 108415           108416 3.053e-03 |
346720 | 108424           108425 2.026e-03 |
346740 | 108429           108430 2.089e-03 |
346760 | 108435           108436 3.021e-03 |
346780 | 108442           108443 2.041e-03 |
346800 | 108447           108448 2.013e-03 |
346820 | 108452           108453 2.499e-03 |
346840 | 108460           108461 1.981e-03 |
346860 | 108464           108465 1.980e-03 |
346880 | 108469           108470 2.940e-03 |
346900 | 108478           108479 1.946e-03 |
346920 | 108483           108484 1.978e-03 |
346940 | 108493           108494 2.966e-03 |
346960 | 108498           108499 1.953e-03 |
346980 | 108502           108503 1.947e-03 |
347000 | 108510           108511 2.964e-03 |
347020 | 108516           108517 1.960e-03 |
347040 | 108520           108521 1.954e-03 |
347060 | 108529           108530 2.959e-03 |
347080 | 108535           108536 1.949e-03 |
347100 | 108539           108540 1.951e-03 |
347120 | 108548           108549 2.958e-03 |
347140 | 108554           108555 1.949e-03 |
347160 | 108561           108562 1.945e-03 |
347180 | 108569           108570 2.962e-03 |
347200 | 108573           108574 1.945e-03 |
347220 | 108579           108580 1.946e-03 |
347240 | 108588           108589 2.932e-03 |
347260 | 108592           108593 1.946e-03 |
347280 | 108598           108599 1.943e-03 |
347300 | 108606           108607 2.941e-03 |
347320 | 108610           108611 1.945e-03 |
347340 | 108619           108620 1.947e-03 |
347360 | 108625           108626 2.957e-03 |
347380 | 108629           108630 1.950e-03 |
347400 | 108638           108639 1.952e-03 |
347420 | 108643           108644 2.486e-03 |
347440 | 108647           108648 2.522e-03 |
347460 | 108656           108657 1.987e-03 |
347480 | 108661           108662 2.495e-03 |
347500 | 108666           108667 2.497e-03 |
347520 | 108674           108675 1.978e-03 |
347540 | 108680           108681 2.450e-03 |
347560 | 108687           108688 2.458e-03 |
347580 | 108695           108696 1.960e-03 |
347600 | 108699           108700 2.483e-03 |
347620 | 108705           108706 2.446e-03 |
347640 | 108713           108714 1.949e-03 |
347660 | 108717           108718 2.460e-03 |
347680 | 108724           108725 2.448e-03 |
347700 | 108732           108733 1.969e-03 |
347720 | 108736           108737 2.456e-03 |
347740 | 108743           108744 2.479e-03 |
347760 | 108750           108751 1.955e-03 |
347780 | 108755           108756 2.460e-03 |
347800 | 108764           108765 2.460e-03 |
347820 | 108769           108770 1.951e-03 |
347840 | 108774           108775 1.951e-03 |
347860 | 108782           108783 2.958e-03 |
347880 | 108787           108788 1.953e-03 |
347900 | 108792           108793 1.957e-03 |
347920 | 108799           108800 2.949e-03 |
347940 | 108804           108805 1.955e-03 |
347960 | 108810           108811 1.954e-03 |
347980 | 108818           108819 2.950e-03 |
348000 | 108822           108823 1.959e-03 |
348020 | 108829           108830 1.953e-03 |
348040 | 108836           108837 2.961e-03 |
348060 | 108840           108841 1.949e-03 |
348080 | 108847           108848 1.959e-03 |
348100 | 108855           108856 2.959e-03 |
348120 | 108859           108860 1.960e-03 |
348140 | 108865           108866 1.959e-03 |
348160 | 108874           108875 2.959e-03 |
348180 | 108879           108880 1.955e-03 |
348200 | 108888           108889 1.952e-03 |
348220 | 108892           108893 2.965e-03 |
348240 | 108896           108897 1.955e-03 |
348260 | 108905           108906 1.960e-03 |
348280 | 108910           108911 2.956e-03 |
348300 | 108914           108915 1.960e-03 |
348320 | 108923           108924 1.961e-03 |
348340 | 108928           108929 2.956e-03 |
348360 | 108933           108934 1.958e-03 |
348380 | 108942           108943 1.974e-03 |
348400 | 108947           108948 2.945e-03 |
348420 | 108955           108956 1.962e-03 |
348440 | 108962           108963 1.963e-03 |
348460 | 108966           108967 2.567e-03 |
348480 | 108972           108973 2.473e-03 |
348500 | 108980           108981 1.942e-03 |
348520 | 108984           108985 2.482e-03 |
348540 | 108991           108992 2.496e-03 |
348560 | 108999           109000 1.976e-03 |
348580 | 109003           109004 2.441e-03 |
348600 | 109012           109013 2.450e-03 |
348620 | 109017           109018 1.980e-03 |
348640 | 109021           109022 2.483e-03 |
348660 | 109030           109031 2.471e-03 |
348680 | 109034           109035 1.979e-03 |
348700 | 109039           109040 2.484e-03 |
348720 | 109048           109049 2.562e-03 |
348740 | 109053           109054 1.942e-03 |
348760 | 109059           109060 1.943e-03 |
348780 | 109067           109068 1.946e-03 |
348800 | 109073           109074 1.940e-03 |
348820 | 109081           109082 1.947e-03 |
348840 | 109088           109089 1.945e-03 |
348860 | 109092           109093 1.949e-03 |
348880 | 109099           109100 1.943e-03 |
348900 | 109107           109108 1.945e-03 |
348920 | 109111           109112 1.946e-03 |
348940 | 109119           109120 1.975e-03 |
348960 | 109126           109127 1.941e-03 |
348980 | 109130           109131 1.980e-03 |
349000 | 109138           109139 1.968e-03 |
349020 | 109145           109146 1.974e-03 |
349040 | 109150           109151 1.963e-03 |
349060 | 109158           109159 1.918e-03 |
349080 | 109163           109164 1.910e-03 |
349100 | 109167           109168 1.916e-03 |
349120 | 109177           109178 1.914e-03 |
349140 | 109181           109182 1.911e-03 |
349160 | 109187           109188 1.912e-03 |
349180 | 109195           109196 1.916e-03 |
349200 | 109200           109201 1.993e-03 |
349220 | 109208           109209 1.920e-03 |
349240 | 109215           109216 1.998e-03 |
349260 | 109219           109220 1.911e-03 |
349280 | 109227           109228 1.915e-03 |
349300 | 109234           109235 1.958e-03 |
349320 | 109238           109239 1.913e-03 |
349340 | 109245           109246 1.916e-03 |
349360 | 109251           109252 1.907e-03 |
349380 | 109256           109257 1.915e-03 |
349400 | 109263           109264 1.906e-03 |
349420 | 109271           109272 1.917e-03 |
349440 | 109276           109277 1.914e-03 |
349460 | 109285           109286 2.075e-03 |
349480 | 109289           109290 1.954e-03 |
349500 | 109293           109294 1.976e-03 |
349520 | 109302           109303 1.996e-03 |
349540 | 109307           109308 1.932e-03 |
349560 | 109312           109313 1.958e-03 |
349580 | 109321           109322 1.915e-03 |
349600 | 109326           109327 1.981e-03 |
349620 | 109331           109332 1.912e-03 |
349640 | 109340           109341 1.948e-03 |
349660 | 109345           109346 1.916e-03 |
349680 | 109353           109354 1.953e-03 |
349700 | 109358           109359 1.908e-03 |
349720 | 109362           109363 1.951e-03 |
349740 | 109370           109371 1.915e-03 |
349760 | 109377           109378 1.922e-03 |
349780 | 109381           109382 2.417e-03 |
349800 | 109389           109390 1.990e-03 |
349820 | 109395           109396 1.955e-03 |
349840 | 109400           109401 1.948e-03 |
349860 | 109408           109409 2.485e-03 |
349880 | 109413           109414 1.947e-03 |
349900 | 109418           109419 1.951e-03 |
349920 | 109427           109428 2.498e-03 |
349940 | 109431           109432 1.958e-03 |
349960 | 109436           109437 1.949e-03 |
349980 | 109444           109445 2.456e-03 |
350000 | 109448           109449 1.954e-03 |
350020 | 109455           109456 1.953e-03 |
350040 | 109463           109464 1.951e-03 |
350060 | 109467           109468 2.503e-03 |
350080 | 109476           109477 1.954e-03 |
350100 | 109481           109482 1.936e-03 |
350120 | 109485           109486 2.463e-03 |
350140 | 109492           109493 1.953e-03 |
350160 | 109499           109500 1.948e-03 |
350180 | 109502           109503 2.495e-03 |
350200 | 109511           109512 1.957e-03 |
350220 | 109517           109518 1.986e-03 |
350240 | 109521           109522 1.956e-03 |
350260 | 109529           109530 2.443e-03 |
350280 | 109536           109537 1.960e-03 |
350300 | 109543           109544 2.000e-03 |
350320 | 109551           109552 2.523e-03 |
350340 | 109555           109556 1.934e-03 |
350360 | 109560           109561 1.992e-03 |
350380 | 109569           109570 2.485e-03 |
350400 | 109574           109575 1.958e-03 |
350420 | 109580           109581 1.958e-03 |
350440 | 109588           109589 1.987e-03 |
350460 | 109593           109594 2.464e-03 |
350480 | 109601           109602 1.951e-03 |
350500 | 109606           109607 1.949e-03 |
350520 | 109610           109611 2.484e-03 |
350540 | 109618           109619 1.951e-03 |
350560 | 109623           109624 1.951e-03 |
350580 | 109627           109628 2.497e-03 |
350600 | 109635           109636 1.986e-03 |
350620 | 109641           109642 1.992e-03 |
350640 | 109646           109647 1.952e-03 |
350660 | 109653           109654 2.498e-03 |
350680 | 109660           109661 1.959e-03 |
350700 | 109665           109666 1.996e-03 |
350720 | 109673           109674 2.746e-03 |
350740 | 109677           109678 2.029e-03 |
350760 | 109682           109683 1.992e-03 |
350780 | 109690           109691 2.505e-03 |
350800 | 109694           109695 1.991e-03 |
350820 | 109701           109702 1.954e-03 |
350840 | 109709           109710 2.489e-03 |
350860 | 109713           109714 1.958e-03 |
350880 | 109720           109721 1.990e-03 |
350900 | 109728           109729 1.955e-03 |
350920 | 109732           109733 2.498e-03 |
350940 | 109742           109743 1.932e-03 |
350960 | 109747           109748 1.991e-03 |
350980 | 109751           109752 2.536e-03 |
351000 | 109760           109761 2.009e-03 |
351020 | 109765           109766 1.925e-03 |
351040 | 109770           109771 2.628e-03 |
351060 | 109777           109778 2.132e-03 |
351080 | 109783           109784 2.055e-03 |
351100 | 109789           109790 2.595e-03 |
351120 | 109798           109799 2.008e-03 |
351140 | 109802           109803 2.020e-03 |
351160 | 109808           109809 2.483e-03 |
351180 | 109815           109816 2.114e-03 |
351200 | 109820           109821 2.136e-03 |
351220 | 109826           109827 2.506e-03 |
351240 | 109834           109835 2.048e-03 |
351260 | 109838           109839 2.079e-03 |
351280 | 109844           109845 1.966e-03 |
351300 | 109852           109853 2.538e-03 |
351320 | 109856           109857 2.057e-03 |
351340 | 109866           109867 1.985e-03 |
351360 | 109871           109872 2.503e-03 |
351380 | 109875           109876 2.009e-03 |
351400 | 109884           109885 2.144e-03 |
351420 | 109889           109890 2.554e-03 |
351440 | 109893           109894 2.026e-03 |
351460 | 109903           109904 2.027e-03 |
351480 | 109908           109909 2.506e-03 |
351500 | 109913           109914 2.008e-03 |
351520 | 109922           109923 2.023e-03 |
351540 | 109928           109929 2.528e-03 |
351560 | 109934           109935 2.253e-03 |
351580 | 109941           109942 2.040e-03 |
351600 | 109946           109947 2.023e-03 |
351620 | 109951           109952 2.514e-03 |
351640 | 109959           109960 2.006e-03 |
351660 | 109963           109964 1.997e-03 |
351680 | 109970           109971 2.509e-03 |
351700 | 109978           109979 2.104e-03 |
351720 | 109982           109983 2.063e-03 |
351740 | 109991           109992 2.542e-03 |
351760 | 109997           109998 2.066e-03 |
351780 | 110000           110001 2.164e-03 |
351800 | 110009           110010 2.627e-03 |
351820 | 110014           110015 2.042e-03 |
351840 | 110018           110019 2.042e-03 |
351860 | 110028           110029 2.567e-03 |
351880 | 110032           110033 2.054e-03 |
351900 | 110038           110039 2.047e-03 |
351920 | 110046           110047 2.691e-03 |
351940 | 110051           110052 2.144e-03 |
351960 | 110058           110059 2.032e-03 |
351980 | 110065           110066 2.521e-03 |
352000 | 110069           110070 2.082e-03 |
352020 | 110076           110077 2.434e-03 |
352040 | 110084           110085 2.661e-03 |
352060 | 110088           110089 2.066e-03 |
352080 | 110095           110096 2.488e-03 |
352100 | 110102           110103 2.901e-03 |
352120 | 110106           110107 2.101e-03 |
352140 | 110113           110114 2.200e-03 |
352160 | 110120           110121 2.751e-03 |
352180 | 110125           110126 2.051e-03 |
352200 | 110134           110135 2.022e-03 |
352220 | 110139           110140 2.597e-03 |
352240 | 110143           110144 1.996e-03 |
352260 | 110153           110154 1.980e-03 |
352280 | 110158           110159 2.535e-03 |
352300 | 110163           110164 1.985e-03 |
352320 | 110172           110173 1.979e-03 |
352340 | 110177           110178 1.980e-03 |
352360 | 110183           110184 2.517e-03 |
352380 | 110191           110192 2.456e-03 |
352400 | 110195           110196 2.661e-03 |
352420 | 110203           110204 2.039e-03 |
352440 | 110209           110210 2.184e-03 |
352460 | 110213           110214 2.030e-03 |
352480 | 110220           110221 2.525e-03 |
352500 | 110227           110228 2.003e-03 |
352520 | 110232           110233 1.988e-03 |
352540 | 110238           110239 2.474e-03 |
352560 | 110246           110247 1.980e-03 |
352580 | 110252           110253 1.977e-03 |
352600 | 110260           110261 2.483e-03 |
352620 | 110265           110266 1.976e-03 |
352640 | 110269           110270 1.979e-03 |
352660 | 110278           110279 2.487e-03 |
352680 | 110283           110284 1.981e-03 |
352700 | 110288           110289 1.977e-03 |
352720 | 110297           110298 1.975e-03 |
352740 | 110302           110303 2.483e-03 |
352760 | 110307           110308 1.979e-03 |
352780 | 110316           110317 1.978e-03 |
352800 | 110321           110322 2.470e-03 |
352820 | 110329           110330 1.985e-03 |
352840 | 110334           110335 1.981e-03 |
352860 | 110339           110340 2.476e-03 |
352880 | 110345           110346 1.979e-03 |
352900 | 110352           110353 1.978e-03 |
352920 | 110356           110357 1.977e-03 |
352940 | 110364           110365 2.478e-03 |
352960 | 110371           110372 1.979e-03 |
352980 | 110376           110377 1.986e-03 |
353000 | 110385           110386 2.487e-03 |
353020 | 110390           110391 1.983e-03 |
353040 | 110395           110396 1.989e-03 |
353060 | 110404           110405 2.485e-03 |
353080 | 110408           110409 1.987e-03 |
353100 | 110413           110414 1.980e-03 |
353120 | 110422           110423 2.468e-03 |
353140 | 110427           110428 1.982e-03 |
353160 | 110432           110433 1.987e-03 |
353180 | 110441           110442 1.979e-03 |
353200 | 110446           110447 2.554e-03 |
353220 | 110455           110456 1.996e-03 |
353240 | 110461           110462 1.992e-03 |
353260 | 110465           110466 2.483e-03 |
353280 | 110472           110473 1.978e-03 |
353300 | 110479           110480 1.986e-03 |
353320 | 110483           110484 2.465e-03 |
353340 | 110491           110492 1.982e-03 |
353360 | 110498           110499 1.980e-03 |
353380 | 110502           110503 1.983e-03 |
353400 | 110510           110511 2.487e-03 |
353420 | 110517           110518 1.983e-03 |
353440 | 110522           110523 1.984e-03 |
353460 | 110530           110531 2.526e-03 |
353480 | 110535           110536 1.983e-03 |
353500 | 110539           110540 1.987e-03 |
353520 | 110549           110550 2.497e-03 |
353540 | 110553           110554 2.007e-03 |
353560 | 110559           110560 1.994e-03 |
353580 | 110567           110568 2.479e-03 |
353600 | 110572           110573 1.978e-03 |
353620 | 110580           110581 1.986e-03 |
353640 | 110586           110587 1.990e-03 |
353660 | 110590           110591 2.473e-03 |
353680 | 110598           110599 1.989e-03 |
353700 | 110604           110605 1.982e-03 |
353720 | 110608           110609 2.481e-03 |
353740 | 110616           110617 1.978e-03 |
353760 | 110622           110623 1.983e-03 |
353780 | 110627           110628 2.469e-03 |
353800 | 110634           110635 1.984e-03 |
353820 | 110641           110642 1.991e-03 |
353840 | 110647           110648 2.470e-03 |
353860 | 110655           110656 1.979e-03 |
353880 | 110660           110661 1.975e-03 |
353900 | 110665           110666 1.981e-03 |
353920 | 110673           110674 2.482e-03 |
353940 | 110678           110679 1.977e-03 |
353960 | 110683           110684 1.973e-03 |
353980 | 110691           110692 2.484e-03 |
354000 | 110695           110696 1.979e-03 |
354020 | 110701           110702 2.015e-03 |
354040 | 110709           110710 2.483e-03 |
354060 | 110713           110714 1.995e-03 |
354080 | 110723           110724 1.984e-03 |
354100 | 110728           110729 1.985e-03 |
354120 | 110732           110733 2.477e-03 |
354140 | 110739           110740 1.980e-03 |
354160 | 110746           110747 1.991e-03 |
354180 | 110751           110752 2.482e-03 |
354200 | 110758           110759 1.988e-03 |
354220 | 110765           110766 1.983e-03 |
354240 | 110770           110771 2.492e-03 |
354260 | 110779           110780 1.982e-03 |
354280 | 110784           110785 1.986e-03 |
354300 | 110790           110791 2.471e-03 |
354320 | 110796           110797 1.986e-03 |
354340 | 110801           110802 1.988e-03 |
354360 | 110806           110807 1.992e-03 |
354380 | 110815           110816 2.490e-03 |
354400 | 110819           110820 1.983e-03 |
354420 | 110826           110827 1.982e-03 |
354440 | 110834           110835 2.471e-03 |
354460 | 110839           110840 1.989e-03 |
354480 | 110848           110849 1.985e-03 |
354500 | 110853           110854 2.480e-03 |
354520 | 110857           110858 1.985e-03 |
354540 | 110865           110866 1.983e-03 |
354560 | 110871           110872 1.985e-03 |
354580 | 110875           110876 2.481e-03 |
354600 | 110885           110886 1.984e-03 |
354620 | 110890           110891 1.988e-03 |
354640 | 110895           110896 2.493e-03 |
354660 | 110904           110905 1.986e-03 |
354680 | 110909           110910 1.988e-03 |
354700 | 110916           110917 2.484e-03 |
354720 | 110923           110924 1.993e-03 |
354740 | 110927           110928 1.989e-03 |
354760 | 110933           110934 2.482e-03 |
354780 | 110941           110942 1.988e-03 |
354800 | 110945           110946 2.005e-03 |
354820 | 110951           110952 1.988e-03 |
