    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
57080 | 17864            17865 3.241e-04 |
57100 | 17869            17870 3.411e-04 |
57120 | 17879            17880 3.218e-04 |
57140 | 17883            17884 3.223e-04 |
57160 | 17888            17889 3.220e-04 |
57180 | 17898            17899 3.233e-04 |
57200 | 17902            17903 3.198e-04 |
57220 | 17908            17909 3.215e-04 |
57240 | 17916            17917 3.234e-04 |
57260 | 17922            17923 3.237e-04 |
57280 | 17930            17931 3.254e-04 |
57300 | 17936            17937 3.310e-04 |
57320 | 17940            17941 4.961e-04 |
57340 | 17947            17948 3.645e-04 |
57360 | 17955            17956 3.291e-04 |
57380 | 17959            17960 3.735e-04 |
57400 | 17966            17967 3.530e-04 |
57420 | 17973            17974 3.228e-04 |
57440 | 17977            17978 3.230e-04 |
57460 | 17984            17985 3.233e-04 |
57480 | 17991            17992 3.240e-04 |
57500 | 17996            17997 3.264e-04 |
57520 | 18005            18006 3.248e-04 |
57540 | 18009            18010 3.265e-04 |
57560 | 18014            18015 3.397e-04 |
57580 | 18023            18024 3.228e-04 |
57600 | 18028            18029 3.236e-04 |
57620 | 18034            18035 3.241e-04 |
57640 | 18041            18042 3.253e-04 |
57660 | 18045            18046 3.266e-04 |
57680 | 18053            18054 3.267e-04 |
57700 | 18060            18061 3.334e-04 |
57720 | 18064            18065 3.298e-04 |
57740 | 18072            18073 3.257e-04 |
57760 | 18079            18080 3.296e-04 |
57780 | 18083            18084 3.266e-04 |
57800 | 18090            18091 3.411e-04 |
57820 | 18097            18098 3.349e-04 |
57840 | 18101            18102 3.476e-04 |
57860 | 18107            18108 3.388e-04 |
57880 | 18114            18115 3.792e-04 |
57900 | 18119            18120 3.694e-04 |
57920 | 18128            18129 3.275e-04 |
57940 | 18132            18133 3.435e-04 |
57960 | 18137            18138 3.288e-04 |
57980 | 18146            18147 3.232e-04 |
58000 | 18151            18152 3.246e-04 |
58020 | 18156            18157 3.524e-04 |
58040 | 18164            18165 3.281e-04 |
58060 | 18168            18169 3.283e-04 |
58080 | 18174            18175 3.268e-04 |
58100 | 18183            18184 3.280e-04 |
58120 | 18188            18189 3.292e-04 |
58140 | 18197            18198 3.295e-04 |
58160 | 18202            18203 3.284e-04 |
58180 | 18207            18208 3.377e-04 |
58200 | 18215            18216 3.291e-04 |
58220 | 18222            18223 3.285e-04 |
58240 | 18227            18228 3.282e-04 |
58260 | 18234            18235 3.523e-04 |
58280 | 18241            18242 3.367e-04 |
58300 | 18246            18247 3.270e-04 |
58320 | 18255            18256 3.304e-04 |
58340 | 18260            18261 3.401e-04 |
58360 | 18266            18267 3.431e-04 |
58380 | 18274            18275 3.842e-04 |
58400 | 18279            18280 3.383e-04 |
58420 | 18284            18285 3.312e-04 |
58440 | 18293            18294 3.356e-04 |
58460 | 18298            18299 3.350e-04 |
58480 | 18303            18304 4.190e-04 |
58500 | 18311            18312 3.326e-04 |
58520 | 18316            18317 3.327e-04 |
58540 | 18325            18326 3.330e-04 |
58560 | 18330            18331 3.309e-04 |
58580 | 18334            18335 3.268e-04 |
58600 | 18342            18343 3.304e-04 |
58620 | 18349            18350 3.284e-04 |
58640 | 18353            18354 3.305e-04 |
58660 | 18362            18363 3.316e-04 |
58680 | 18368            18369 3.338e-04 |
58700 | 18372            18373 3.349e-04 |
58720 | 18381            18382 3.504e-04 |
58740 | 18387            18388 3.423e-04 |
58760 | 18394            18395 4.028e-04 |
58780 | 18401            18402 4.101e-04 |
58800 | 18406            18407 3.587e-04 |
58820 | 18411            18412 3.819e-04 |
58840 | 18420            18421 3.450e-04 |
58860 | 18425            18426 3.315e-04 |
58880 | 18431            18432 3.300e-04 |
58900 | 18439            18440 3.301e-04 |
58920 | 18444            18445 3.346e-04 |
58940 | 18452            18453 3.437e-04 |
58960 | 18459            18460 3.317e-04 |
58980 | 18463            18464 3.341e-04 |
59000 | 18471            18472 3.356e-04 |
59020 | 18476            18477 3.348e-04 |
59040 | 18480            18481 3.339e-04 |
59060 | 18489            18490 3.314e-04 |
59080 | 18495            18496 3.328e-04 |
59100 | 18501            18502 3.358e-04 |
59120 | 18508            18509 3.359e-04 |
59140 | 18515            18516 3.431e-04 |
59160 | 18521            18522 3.373e-04 |
59180 | 18528            18529 3.447e-04 |
59200 | 18532            18533 3.359e-04 |
59220 | 18538            18539 3.352e-04 |
59240 | 18546            18547 3.368e-04 |
59260 | 18550            18551 3.704e-04 |
59280 | 18556            18557 3.425e-04 |
59300 | 18564            18565 3.794e-04 |
59320 | 18568            18569 3.778e-04 |
59340 | 18574            18575 3.460e-04 |
59360 | 18582            18583 3.430e-04 |
59380 | 18586            18587 3.659e-04 |
59400 | 18595            18596 3.654e-04 |
59420 | 18600            18601 3.328e-04 |
59440 | 18604            18605 3.355e-04 |
59460 | 18613            18614 3.347e-04 |
59480 | 18619            18620 3.354e-04 |
59500 | 18624            18625 3.353e-04 |
59520 | 18632            18633 3.345e-04 |
59540 | 18638            18639 3.359e-04 |
59560 | 18644            18645 3.390e-04 |
59580 | 18652            18653 3.364e-04 |
59600 | 18656            18657 3.390e-04 |
59620 | 18663            18664 3.483e-04 |
59640 | 18670            18671 3.365e-04 |
59660 | 18674            18675 3.368e-04 |
59680 | 18680            18681 3.370e-04 |
59700 | 18687            18688 3.397e-04 |
59720 | 18692            18693 3.375e-04 |
59740 | 18698            18699 3.552e-04 |
59760 | 18705            18706 3.526e-04 |
59780 | 18710            18711 3.469e-04 |
59800 | 18719            18720 3.900e-04 |
59820 | 18724            18725 3.493e-04 |
59840 | 18728            18729 3.382e-04 |
59860 | 18736            18737 3.496e-04 |
59880 | 18742            18743 3.376e-04 |
59900 | 18745            18746 3.437e-04 |
59920 | 18755            18756 4.039e-04 |
59940 | 18760            18761 3.415e-04 |
59960 | 18765            18766 3.403e-04 |
59980 | 18773            18774 3.406e-04 |
60000 | 18779            18780 3.390e-04 |
60020 | 18786            18787 3.391e-04 |
60040 | 18792            18793 3.407e-04 |
60060 | 18797            18798 3.365e-04 |
60080 | 18803            18804 3.461e-04 |
60100 | 18811            18812 3.404e-04 |
60120 | 18815            18816 3.439e-04 |
60140 | 18822            18823 3.435e-04 |
60160 | 18830            18831 3.629e-04 |
60180 | 18834            18835 5.009e-04 |
60200 | 18843            18844 3.702e-04 |
60220 | 18848            18849 3.948e-04 |
60240 | 18852            18853 3.455e-04 |
60260 | 18861            18862 3.367e-04 |
60280 | 18866            18867 3.381e-04 |
60300 | 18869            18870 3.395e-04 |
60320 | 18879            18880 3.406e-04 |
60340 | 18885            18886 3.403e-04 |
60360 | 18890            18891 3.410e-04 |
60380 | 18899            18900 3.409e-04 |
60400 | 18905            18906 3.412e-04 |
60420 | 18913            18914 3.420e-04 |
60440 | 18919            18920 3.427e-04 |
60460 | 18923            18924 3.417e-04 |
60480 | 18929            18930 3.411e-04 |
60500 | 18937            18938 3.417e-04 |
60520 | 18941            18942 3.532e-04 |
60540 | 18948            18949 3.533e-04 |
60560 | 18955            18956 3.536e-04 |
60580 | 18960            18961 3.410e-04 |
60600 | 18967            18968 3.437e-04 |
60620 | 18975            18976 3.708e-04 |
60640 | 18980            18981 3.945e-04 |
60660 | 18989            18990 3.721e-04 |
60680 | 18994            18995 3.475e-04 |
60700 | 18998            18999 3.518e-04 |
60720 | 19007            19008 3.516e-04 |
60740 | 19012            19013 3.557e-04 |
60760 | 19017            19018 3.576e-04 |
60780 | 19026            19027 4.024e-04 |
60800 | 19031            19032 3.417e-04 |
60820 | 19038            19039 3.418e-04 |
60840 | 19045            19046 3.429e-04 |
60860 | 19049            19050 3.444e-04 |
60880 | 19057            19058 3.457e-04 |
60900 | 19063            19064 3.439e-04 |
60920 | 19067            19068 3.445e-04 |
60940 | 19075            19076 3.457e-04 |
60960 | 19083            19084 3.525e-04 |
60980 | 19087            19088 3.435e-04 |
61000 | 19094            19095 3.708e-04 |
61020 | 19101            19102 3.528e-04 |
61040 | 19107            19108 3.451e-04 |
61060 | 19117            19118 3.494e-04 |
61080 | 19121            19122 3.459e-04 |
61100 | 19125            19126 3.451e-04 |
61120 | 19134            19135 3.586e-04 |
61140 | 19139            19140 3.637e-04 |
61160 | 19144            19145 3.673e-04 |
61180 | 19152            19153 4.029e-04 |
61200 | 19157            19158 3.541e-04 |
61220 | 19162            19163 3.490e-04 |
61240 | 19171            19172 3.516e-04 |
61260 | 19176            19177 3.511e-04 |
61280 | 19184            19185 3.756e-04 |
61300 | 19189            19190 3.823e-04 |
61320 | 19194            19195 3.532e-04 |
61340 | 19201            19202 3.494e-04 |
61360 | 19208            19209 3.477e-04 |
61380 | 19212            19213 3.452e-04 |
61400 | 19219            19220 3.540e-04 |
61420 | 19226            19227 3.442e-04 |
61440 | 19230            19231 3.441e-04 |
61460 | 19239            19240 3.600e-04 |
61480 | 19245            19246 3.463e-04 |
61500 | 19250            19251 3.489e-04 |
61520 | 19259            19260 3.557e-04 |
61540 | 19263            19264 3.963e-04 |
61560 | 19267            19268 4.619e-04 |
61580 | 19276            19277 3.960e-04 |
61600 | 19280            19281 4.013e-04 |
61620 | 19286            19287 3.641e-04 |
61640 | 19295            19296 3.488e-04 |
61660 | 19300            19301 3.486e-04 |
61680 | 19307            19308 3.498e-04 |
61700 | 19313            19314 3.482e-04 |
61720 | 19317            19318 3.456e-04 |
61740 | 19324            19325 3.468e-04 |
61760 | 19331            19332 3.477e-04 |
61780 | 19334            19335 3.485e-04 |
61800 | 19343            19344 3.476e-04 |
61820 | 19349            19350 3.489e-04 |
61840 | 19353            19354 3.471e-04 |
61860 | 19361            19362 3.479e-04 |
61880 | 19368            19369 3.498e-04 |
61900 | 19373            19374 3.686e-04 |
61920 | 19381            19382 3.638e-04 |
61940 | 19386            19387 3.472e-04 |
61960 | 19390            19391 3.519e-04 |
61980 | 19399            19400 3.582e-04 |
62000 | 19404            19405 3.567e-04 |
62020 | 19410            19411 3.888e-04 |
62040 | 19419            19420 3.620e-04 |
62060 | 19423            19424 3.696e-04 |
62080 | 19431            19432 3.783e-04 |
62100 | 19438            19439 3.514e-04 |
62120 | 19442            19443 3.607e-04 |
62140 | 19451            19452 3.868e-04 |
62160 | 19457            19458 3.494e-04 |
62180 | 19461            19462 3.502e-04 |
62200 | 19469            19470 3.512e-04 |
62220 | 19475            19476 3.531e-04 |
62240 | 19480            19481 3.536e-04 |
62260 | 19487            19488 3.690e-04 |
62280 | 19494            19495 3.511e-04 |
62300 | 19499            19500 3.497e-04 |
62320 | 19507            19508 3.500e-04 |
62340 | 19512            19513 3.528e-04 |
62360 | 19516            19517 3.631e-04 |
62380 | 19525            19526 3.521e-04 |
62400 | 19530            19531 3.507e-04 |
62420 | 19535            19536 3.526e-04 |
62440 | 19544            19545 3.517e-04 |
62460 | 19548            19549 3.535e-04 |
62480 | 19554            19555 3.621e-04 |
62500 | 19562            19563 3.575e-04 |
62520 | 19567            19568 3.546e-04 |
62540 | 19576            19577 3.548e-04 |
62560 | 19581            19582 3.528e-04 |
62580 | 19585            19586 3.551e-04 |
62600 | 19594            19595 3.597e-04 |
62620 | 19600            19601 3.573e-04 |
62640 | 19605            19606 3.561e-04 |
62660 | 19613            19614 4.180e-04 |
62680 | 19620            19621 3.607e-04 |
62700 | 19625            19626 3.679e-04 |
62720 | 19634            19635 3.527e-04 |
62740 | 19638            19639 3.543e-04 |
62760 | 19644            19645 3.521e-04 |
62780 | 19652            19653 3.539e-04 |
62800 | 19656            19657 3.501e-04 |
62820 | 19661            19662 3.563e-04 |
62840 | 19669            19670 3.541e-04 |
62860 | 19673            19674 3.563e-04 |
62880 | 19679            19680 3.583e-04 |
62900 | 19687            19688 3.802e-04 |
62920 | 19692            19693 5.488e-04 |
62940 | 19701            19702 4.109e-04 |
62960 | 19706            19707 3.864e-04 |
62980 | 19710            19711 3.661e-04 |
63000 | 19718            19719 3.535e-04 |
63020 | 19725            19726 3.554e-04 |
63040 | 19729            19730 3.549e-04 |
63060 | 19739            19740 3.568e-04 |
63080 | 19744            19745 3.551e-04 |
63100 | 19749            19750 3.551e-04 |
63120 | 19757            19758 3.673e-04 |
63140 | 19763            19764 3.552e-04 |
63160 | 19770            19771 3.547e-04 |
63180 | 19777            19778 3.554e-04 |
63200 | 19782            19783 3.588e-04 |
63220 | 19788            19789 3.585e-04 |
63240 | 19797            19798 3.589e-04 |
63260 | 19801            19802 4.049e-04 |
63280 | 19807            19808 3.587e-04 |
63300 | 19815            19816 3.550e-04 |
63320 | 19820            19821 3.579e-04 |
63340 | 19828            19829 3.844e-04 |
63360 | 19834            19835 3.710e-04 |
63380 | 19838            19839 3.788e-04 |
63400 | 19848            19849 3.662e-04 |
63420 | 19852            19853 3.672e-04 |
63440 | 19856            19857 3.829e-04 |
63460 | 19864            19865 3.623e-04 |
63480 | 19870            19871 3.964e-04 |
63500 | 19875            19876 3.575e-04 |
63520 | 19883            19884 3.561e-04 |
63540 | 19889            19890 3.595e-04 |
63560 | 19895            19896 3.861e-04 |
63580 | 19902            19903 3.587e-04 |
63600 | 19906            19907 3.576e-04 |
63620 | 19912            19913 3.602e-04 |
63640 | 19920            19921 3.594e-04 |
63660 | 19924            19925 3.588e-04 |
63680 | 19931            19932 3.576e-04 |
63700 | 19939            19940 3.720e-04 |
63720 | 19943            19944 3.583e-04 |
63740 | 19950            19951 3.605e-04 |
63760 | 19958            19959 3.715e-04 |
63780 | 19962            19963 3.639e-04 |
63800 | 19972            19973 3.605e-04 |
63820 | 19976            19977 3.646e-04 |
63840 | 19981            19982 3.722e-04 |
63860 | 19990            19991 3.675e-04 |
63880 | 19996            19997 3.666e-04 |
63900 | 20001            20002 3.664e-04 |
63920 | 20010            20011 3.651e-04 |
63940 | 20015            20016 3.654e-04 |
63960 | 20022            20023 3.674e-04 |
63980 | 20030            20031 4.604e-04 |
64000 | 20034            20035 3.689e-04 |
64020 | 20040            20041 3.639e-04 |
64040 | 20047            20048 3.644e-04 |
64060 | 20051            20052 3.616e-04 |
64080 | 20058            20059 3.621e-04 |
64100 | 20066            20067 3.603e-04 |
64120 | 20071            20072 3.611e-04 |
64140 | 20077            20078 3.641e-04 |
64160 | 20085            20086 3.617e-04 |
64180 | 20089            20090 3.660e-04 |
64200 | 20098            20099 3.794e-04 |
64220 | 20102            20103 3.713e-04 |
64240 | 20106            20107 5.003e-04 |
64260 | 20114            20115 4.142e-04 |
64280 | 20119            20120 4.028e-04 |
64300 | 20123            20124 3.762e-04 |
64320 | 20132            20133 3.608e-04 |
64340 | 20137            20138 3.609e-04 |
64360 | 20142            20143 3.630e-04 |
64380 | 20149            20150 3.642e-04 |
64400 | 20154            20155 3.728e-04 |
64420 | 20161            20162 3.626e-04 |
64440 | 20168            20169 3.618e-04 |
64460 | 20172            20173 3.618e-04 |
64480 | 20179            20180 3.635e-04 |
64500 | 20187            20188 3.628e-04 |
64520 | 20192            20193 3.639e-04 |
64540 | 20199            20200 3.638e-04 |
64560 | 20207            20208 3.638e-04 |
64580 | 20211            20212 4.001e-04 |
64600 | 20221            20222 3.778e-04 |
64620 | 20226            20227 3.644e-04 |
64640 | 20231            20232 3.700e-04 |
64660 | 20240            20241 3.701e-04 |
64680 | 20245            20246 4.063e-04 |
64700 | 20249            20250 3.704e-04 |
64720 | 20258            20259 3.695e-04 |
64740 | 20263            20264 3.774e-04 |
64760 | 20269            20270 3.684e-04 |
64780 | 20277            20278 3.768e-04 |
64800 | 20282            20283 3.936e-04 |
64820 | 20289            20290 3.987e-04 |
64840 | 20296            20297 3.635e-04 |
64860 | 20300            20301 3.650e-04 |
64880 | 20306            20307 3.668e-04 |
64900 | 20314            20315 3.693e-04 |
64920 | 20318            20319 3.657e-04 |
64940 | 20325            20326 3.662e-04 |
64960 | 20332            20333 3.694e-04 |
64980 | 20336            20337 3.658e-04 |
65000 | 20344            20345 3.738e-04 |
65020 | 20351            20352 3.774e-04 |
65040 | 20357            20358 3.674e-04 |
65060 | 20365            20366 3.662e-04 |
65080 | 20370            20371 3.681e-04 |
65100 | 20374            20375 3.706e-04 |
65120 | 20383            20384 3.680e-04 |
65140 | 20388            20389 3.756e-04 |
65160 | 20394            20395 3.744e-04 |
65180 | 20402            20403 3.723e-04 |
65200 | 20407            20408 3.677e-04 |
65220 | 20414            20415 3.696e-04 |
65240 | 20422            20423 3.793e-04 |
65260 | 20426            20427 3.676e-04 |
65280 | 20433            20434 3.709e-04 |
65300 | 20439            20440 4.273e-04 |
65320 | 20443            20444 3.742e-04 |
65340 | 20450            20451 3.781e-04 |
65360 | 20457            20458 3.665e-04 |
65380 | 20462            20463 3.669e-04 |
65400 | 20469            20470 3.708e-04 |
65420 | 20477            20478 3.668e-04 |
65440 | 20482            20483 3.754e-04 |
65460 | 20491            20492 3.680e-04 |
65480 | 20496            20497 3.715e-04 |
65500 | 20500            20501 3.726e-04 |
65520 | 20509            20510 3.744e-04 |
65540 | 20514            20515 5.322e-04 |
65560 | 20520            20521 4.247e-04 |
65580 | 20529            20530 4.154e-04 |
65600 | 20533            20534 3.782e-04 |
65620 | 20539            20540 3.735e-04 |
65640 | 20547            20548 3.845e-04 |
65660 | 20552            20553 3.709e-04 |
65680 | 20560            20561 3.718e-04 |
65700 | 20565            20566 3.681e-04 |
65720 | 20570            20571 3.693e-04 |
65740 | 20578            20579 3.682e-04 |
65760 | 20585            20586 3.676e-04 |
65780 | 20589            20590 3.681e-04 |
65800 | 20597            20598 3.706e-04 |
65820 | 20603            20604 3.701e-04 |
65840 | 20608            20609 3.703e-04 |
65860 | 20617            20618 3.968e-04 |
65880 | 20622            20623 3.974e-04 |
65900 | 20627            20628 3.722e-04 |
65920 | 20636            20637 3.724e-04 |
65940 | 20640            20641 3.821e-04 |
65960 | 20645            20646 3.763e-04 |
65980 | 20654            20655 4.002e-04 |
66000 | 20659            20660 3.776e-04 |
66020 | 20665            20666 3.811e-04 |
66040 | 20673            20674 3.995e-04 |
66060 | 20678            20679 3.831e-04 |
66080 | 20687            20688 3.898e-04 |
66100 | 20692            20693 3.765e-04 |
66120 | 20696            20697 3.728e-04 |
66140 | 20704            20705 3.688e-04 |
66160 | 20711            20712 3.712e-04 |
66180 | 20714            20715 3.743e-04 |
66200 | 20723            20724 3.717e-04 |
66220 | 20728            20729 3.714e-04 |
66240 | 20733            20734 3.698e-04 |
66260 | 20742            20743 3.831e-04 |
66280 | 20747            20748 3.724e-04 |
66300 | 20754            20755 4.200e-04 |
66320 | 20761            20762 3.724e-04 |
66340 | 20766            20767 3.708e-04 |
66360 | 20771            20772 3.739e-04 |
66380 | 20780            20781 3.740e-04 |
66400 | 20785            20786 3.751e-04 |
66420 | 20791            20792 4.000e-04 |
66440 | 20799            20800 3.848e-04 |
66460 | 20804            20805 3.774e-04 |
66480 | 20812            20813 3.935e-04 |
66500 | 20819            20820 3.771e-04 |
66520 | 20822            20823 3.772e-04 |
66540 | 20830            20831 3.765e-04 |
66560 | 20836            20837 4.167e-04 |
66580 | 20839            20840 3.825e-04 |
66600 | 20849            20850 3.783e-04 |
66620 | 20854            20855 3.776e-04 |
66640 | 20859            20860 3.761e-04 |
66660 | 20866            20867 3.771e-04 |
66680 | 20872            20873 3.856e-04 |
66700 | 20878            20879 3.742e-04 |
66720 | 20886            20887 3.870e-04 |
66740 | 20890            20891 3.889e-04 |
66760 | 20895            20896 3.763e-04 |
66780 | 20903            20904 3.769e-04 |
66800 | 20907            20908 3.793e-04 |
66820 | 20914            20915 5.331e-04 |
66840 | 20922            20923 4.350e-04 |
66860 | 20926            20927 4.253e-04 |
66880 | 20933            20934 3.759e-04 |
66900 | 20942            20943 3.772e-04 |
66920 | 20946            20947 3.767e-04 |
66940 | 20956            20957 3.776e-04 |
66960 | 20961            20962 3.794e-04 |
66980 | 20965            20966 3.768e-04 |
67000 | 20974            20975 3.782e-04 |
67020 | 20980            20981 3.792e-04 |
67040 | 20985            20986 3.760e-04 |
67060 | 20992            20993 3.794e-04 |
67080 | 20997            20998 3.888e-04 |
67100 | 21004            21005 3.780e-04 |
67120 | 21012            21013 3.776e-04 |
67140 | 21017            21018 3.923e-04 |
67160 | 21023            21024 3.960e-04 |
67180 | 21031            21032 3.773e-04 |
67200 | 21035            21036 3.793e-04 |
67220 | 21041            21042 4.276e-04 |
67240 | 21049            21050 4.380e-04 |
67260 | 21053            21054 3.865e-04 |
67280 | 21059            21060 3.967e-04 |
67300 | 21068            21069 3.876e-04 |
67320 | 21072            21073 3.842e-04 |
67340 | 21081            21082 3.873e-04 |
67360 | 21086            21087 3.990e-04 |
67380 | 21090            21091 3.792e-04 |
67400 | 21098            21099 3.788e-04 |
67420 | 21104            21105 3.783e-04 |
67440 | 21108            21109 3.822e-04 |
67460 | 21117            21118 3.830e-04 |
67480 | 21122            21123 3.932e-04 |
67500 | 21127            21128 3.806e-04 |
67520 | 21136            21137 3.815e-04 |
67540 | 21141            21142 3.818e-04 |
67560 | 21148            21149 4.047e-04 |
67580 | 21155            21156 3.905e-04 |
67600 | 21160            21161 3.799e-04 |
67620 | 21165            21166 3.828e-04 |
67640 | 21173            21174 3.825e-04 |
67660 | 21177            21178 3.834e-04 |
67680 | 21184            21185 3.948e-04 |
67700 | 21191            21192 3.873e-04 |
67720 | 21195            21196 3.879e-04 |
67740 | 21205            21206 3.838e-04 |
67760 | 21211            21212 3.843e-04 |
67780 | 21214            21215 3.829e-04 |
67800 | 21223            21224 3.881e-04 |
67820 | 21228            21229 3.850e-04 |
67840 | 21232            21233 4.320e-04 |
67860 | 21242            21243 3.911e-04 |
67880 | 21247            21248 4.146e-04 |
67900 | 21252            21253 3.836e-04 |
67920 | 21259            21260 3.814e-04 |
67940 | 21264            21265 3.817e-04 |
67960 | 21271            21272 3.806e-04 |
67980 | 21278            21279 3.952e-04 |
68000 | 21282            21283 3.826e-04 |
68020 | 21288            21289 3.842e-04 |
68040 | 21295            21296 3.852e-04 |
68060 | 21299            21300 4.040e-04 |
68080 | 21306            21307 5.926e-04 |
68100 | 21314            21315 4.483e-04 |
68120 | 21318            21319 3.973e-04 |
68140 | 21325            21326 3.826e-04 |
68160 | 21333            21334 3.820e-04 |
68180 | 21337            21338 3.826e-04 |
68200 | 21346            21347 3.858e-04 |
68220 | 21351            21352 3.843e-04 |
68240 | 21355            21356 3.849e-04 |
68260 | 21364            21365 3.859e-04 |
68280 | 21369            21370 3.959e-04 |
68300 | 21374            21375 3.864e-04 |
68320 | 21382            21383 3.851e-04 |
68340 | 21388            21389 3.860e-04 |
68360 | 21395            21396 3.857e-04 |
68380 | 21402            21403 3.978e-04 |
68400 | 21407            21408 4.023e-04 |
68420 | 21414            21415 3.867e-04 |
68440 | 21421            21422 3.895e-04 |
68460 | 21425            21426 4.225e-04 |
68480 | 21433            21434 4.540e-04 |
68500 | 21440            21441 3.981e-04 |
68520 | 21444            21445 3.935e-04 |
68540 | 21451            21452 3.932e-04 |
68560 | 21459            21460 3.932e-04 |
68580 | 21465            21466 3.956e-04 |
68600 | 21474            21475 4.247e-04 |
68620 | 21479            21480 3.850e-04 |
68640 | 21482            21483 3.852e-04 |
68660 | 21492            21493 4.070e-04 |
68680 | 21496            21497 3.869e-04 |
68700 | 21501            21502 3.871e-04 |
68720 | 21511            21512 3.886e-04 |
68740 | 21515            21516 3.878e-04 |
68760 | 21520            21521 3.887e-04 |
68780 | 21529            21530 3.891e-04 |
68800 | 21534            21535 4.201e-04 |
68820 | 21542            21543 3.877e-04 |
68840 | 21548            21549 3.883e-04 |
68860 | 21552            21553 4.024e-04 |
68880 | 21560            21561 3.910e-04 |
68900 | 21567            21568 3.910e-04 |
68920 | 21571            21572 3.948e-04 |
68940 | 21579            21580 3.971e-04 |
68960 | 21585            21586 3.926e-04 |
68980 | 21590            21591 3.973e-04 |
69000 | 21600            21601 3.945e-04 |
69020 | 21605            21606 3.953e-04 |
69040 | 21609            21610 4.015e-04 |
69060 | 21618            21619 4.701e-04 |
69080 | 21622            21623 3.939e-04 |
69100 | 21627            21628 3.956e-04 |
69120 | 21636            21637 3.915e-04 |
69140 | 21641            21642 3.896e-04 |
69160 | 21647            21648 3.858e-04 |
69180 | 21656            21657 3.867e-04 |
69200 | 21661            21662 3.921e-04 |
69220 | 21669            21670 3.950e-04 |
69240 | 21676            21677 3.909e-04 |
69260 | 21680            21681 4.124e-04 |
69280 | 21687            21688 4.032e-04 |
69300 | 21694            21695 5.387e-04 |
69320 | 21698            21699 4.380e-04 |
69340 | 21707            21708 4.302e-04 |
69360 | 21713            21714 3.937e-04 |
69380 | 21717            21718 3.905e-04 |
69400 | 21725            21726 3.898e-04 |
69420 | 21731            21732 3.925e-04 |
69440 | 21737            21738 4.131e-04 |
69460 | 21745            21746 3.902e-04 |
69480 | 21749            21750 3.900e-04 |
69500 | 21754            21755 3.880e-04 |
69520 | 21763            21764 3.900e-04 |
69540 | 21768            21769 3.913e-04 |
69560 | 21773            21774 3.917e-04 |
69580 | 21781            21782 3.928e-04 |
69600 | 21786            21787 4.014e-04 |
69620 | 21793            21794 4.061e-04 |
69640 | 21800            21801 4.014e-04 |
69660 | 21804            21805 3.937e-04 |
69680 | 21813            21814 3.943e-04 |
69700 | 21818            21819 3.988e-04 |
69720 | 21822            21823 4.161e-04 |
69740 | 21831            21832 4.614e-04 |
69760 | 21836            21837 4.227e-04 |
69780 | 21841            21842 3.962e-04 |
69800 | 21848            21849 4.112e-04 |
69820 | 21855            21856 3.928e-04 |
69840 | 21861            21862 4.146e-04 |
69860 | 21869            21870 3.963e-04 |
69880 | 21873            21874 3.909e-04 |
69900 | 21877            21878 3.937e-04 |
69920 | 21886            21887 3.922e-04 |
69940 | 21890            21891 3.944e-04 |
69960 | 21896            21897 3.949e-04 |
69980 | 21905            21906 3.938e-04 |
70000 | 21909            21910 3.957e-04 |
70020 | 21915            21916 4.329e-04 |
70040 | 21923            21924 3.975e-04 |
70060 | 21927            21928 3.954e-04 |
70080 | 21936            21937 3.972e-04 |
70100 | 21941            21942 3.948e-04 |
70120 | 21945            21946 3.977e-04 |
70140 | 21953            21954 4.010e-04 |
70160 | 21959            21960 4.035e-04 |
70180 | 21964            21965 4.059e-04 |
70200 | 21971            21972 3.958e-04 |
70220 | 21977            21978 4.163e-04 |
70240 | 21983            21984 3.997e-04 |
70260 | 21991            21992 4.047e-04 |
70280 | 21996            21997 4.677e-04 |
70300 | 22001            22002 4.027e-04 |
70320 | 22009            22010 3.989e-04 |
70340 | 22014            22015 3.975e-04 |
70360 | 22020            22021 3.990e-04 |
70380 | 22029            22030 3.962e-04 |
70400 | 22033            22034 3.943e-04 |
70420 | 22039            22040 4.182e-04 |
70440 | 22048            22049 3.964e-04 |
70460 | 22053            22054 3.990e-04 |
70480 | 22062            22063 3.987e-04 |
70500 | 22067            22068 4.264e-04 |
70520 | 22071            22072 4.522e-04 |
70540 | 22080            22081 4.557e-04 |
70560 | 22086            22087 4.261e-04 |
70580 | 22090            22091 3.948e-04 |
70600 | 22100            22101 4.093e-04 |
70620 | 22105            22106 3.974e-04 |
70640 | 22110            22111 3.989e-04 |
70660 | 22118            22119 3.972e-04 |
70680 | 22124            22125 3.975e-04 |
70700 | 22130            22131 3.972e-04 |
70720 | 22137            22138 3.989e-04 |
70740 | 22142            22143 3.981e-04 |
70760 | 22147            22148 3.977e-04 |
70780 | 22155            22156 4.010e-04 |
70800 | 22159            22160 4.130e-04 |
70820 | 22165            22166 4.267e-04 |
70840 | 22174            22175 4.008e-04 |
70860 | 22178            22179 4.007e-04 |
70880 | 22186            22187 4.181e-04 |
70900 | 22192            22193 4.628e-04 |
70920 | 22196            22197 4.568e-04 |
70940 | 22205            22206 4.853e-04 |
70960 | 22210            22211 4.769e-04 |
70980 | 22214            22215 4.851e-04 |
