    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
939540 | 293681           293682 5.140e-03 |
939560 | 293689           293690 5.151e-03 |
939580 | 293695           293696 5.143e-03 |
939600 | 293699           293700 5.131e-03 |
939620 | 293706           293707 5.138e-03 |
939640 | 293713           293714 5.127e-03 |
939660 | 293719           293720 5.134e-03 |
939680 | 293728           293729 5.140e-03 |
939700 | 293732           293733 5.144e-03 |
939720 | 293737           293738 5.146e-03 |
939740 | 293746           293747 5.134e-03 |
939760 | 293751           293752 5.134e-03 |
939780 | 293756           293757 5.143e-03 |
939800 | 293764           293765 5.141e-03 |
939820 | 293769           293770 5.102e-03 |
939840 | 293776           293777 5.146e-03 |
939860 | 293783           293784 5.135e-03 |
939880 | 293787           293788 5.182e-03 |
939900 | 293796           293797 5.150e-03 |
939920 | 293802           293803 5.144e-03 |
939940 | 293806           293807 5.139e-03 |
939960 | 293814           293815 5.153e-03 |
939980 | 293820           293821 5.142e-03 |
940000 | 293825           293826 5.131e-03 |
940020 | 293831           293832 5.135e-03 |
940040 | 293838           293839 5.147e-03 |
940060 | 293844           293845 5.144e-03 |
940080 | 293852           293853 5.140e-03 |
940100 | 293856           293857 5.162e-03 |
940120 | 293860           293861 5.139e-03 |
940140 | 293869           293870 5.144e-03 |
940160 | 293873           293874 5.149e-03 |
940180 | 293879           293880 5.145e-03 |
940200 | 293888           293889 5.145e-03 |
940220 | 293892           293893 5.142e-03 |
940240 | 293898           293899 5.182e-03 |
940260 | 293905           293906 5.229e-03 |
940280 | 293910           293911 5.192e-03 |
940300 | 293918           293919 5.151e-03 |
940320 | 293923           293924 5.145e-03 |
940340 | 293927           293928 5.135e-03 |
940360 | 293935           293936 5.146e-03 |
940380 | 293942           293943 5.156e-03 |
940400 | 293947           293948 5.151e-03 |
940420 | 293954           293955 5.158e-03 |
940440 | 293961           293962 5.146e-03 |
940460 | 293966           293967 5.156e-03 |
940480 | 293975           293976 5.145e-03 |
940500 | 293979           293980 5.150e-03 |
940520 | 293985           293986 5.141e-03 |
940540 | 293993           293994 5.144e-03 |
940560 | 293997           293998 5.151e-03 |
940580 | 294002           294003 5.145e-03 |
940600 | 294010           294011 5.188e-03 |
940620 | 294014           294015 5.145e-03 |
940640 | 294020           294021 5.144e-03 |
940660 | 294029           294030 5.138e-03 |
940680 | 294033           294034 5.117e-03 |
940700 | 294042           294043 5.149e-03 |
940720 | 294048           294049 5.141e-03 |
940740 | 294052           294053 5.152e-03 |
940760 | 294060           294061 5.152e-03 |
940780 | 294066           294067 5.148e-03 |
940800 | 294070           294071 5.154e-03 |
940820 | 294079           294080 5.156e-03 |
940840 | 294085           294086 5.149e-03 |
940860 | 294089           294090 5.117e-03 |
940880 | 294097           294098 5.148e-03 |
940900 | 294103           294104 5.158e-03 |
940920 | 294109           294110 5.145e-03 |
940940 | 294117           294118 5.194e-03 |
940960 | 294121           294122 5.363e-03 |
940980 | 294125           294126 5.237e-03 |
941000 | 294134           294135 5.412e-03 |
941020 | 294139           294140 5.336e-03 |
941040 | 294145           294146 5.233e-03 |
941060 | 294153           294154 5.265e-03 |
941080 | 294157           294158 5.238e-03 |
941100 | 294165           294166 5.228e-03 |
941120 | 294172           294173 5.225e-03 |
941140 | 294176           294177 5.226e-03 |
941160 | 294185           294186 5.186e-03 |
941180 | 294191           294192 5.177e-03 |
941200 | 294194           294195 5.179e-03 |
941220 | 294204           294205 5.129e-03 |
941240 | 294209           294210 5.192e-03 |
941260 | 294214           294215 5.192e-03 |
941280 | 294221           294222 5.184e-03 |
941300 | 294228           294229 5.182e-03 |
941320 | 294234           294235 5.187e-03 |
941340 | 294242           294243 5.414e-03 |
941360 | 294247           294248 5.234e-03 |
941380 | 294252           294253 5.301e-03 |
941400 | 294261           294262 5.259e-03 |
941420 | 294265           294266 5.177e-03 |
941440 | 294272           294273 5.183e-03 |
941460 | 294280           294281 5.196e-03 |
941480 | 294284           294285 5.178e-03 |
941500 | 294290           294291 5.187e-03 |
941520 | 294297           294298 5.183e-03 |
941540 | 294301           294302 5.180e-03 |
941560 | 294310           294311 5.184e-03 |
941580 | 294315           294316 5.187e-03 |
941600 | 294319           294320 5.170e-03 |
941620 | 294329           294330 5.184e-03 |
941640 | 294334           294335 5.178e-03 |
941660 | 294340           294341 5.179e-03 |
941680 | 294348           294349 5.189e-03 |
941700 | 294353           294354 5.188e-03 |
941720 | 294359           294360 5.200e-03 |
941740 | 294368           294369 5.191e-03 |
941760 | 294372           294373 5.180e-03 |
941780 | 294379           294380 5.195e-03 |
941800 | 294386           294387 5.222e-03 |
941820 | 294390           294391 5.225e-03 |
941840 | 294396           294397 5.182e-03 |
941860 | 294404           294405 5.266e-03 |
941880 | 294408           294409 5.172e-03 |
941900 | 294414           294415 5.183e-03 |
941920 | 294423           294424 5.184e-03 |
941940 | 294427           294428 5.188e-03 |
941960 | 294437           294438 5.193e-03 |
941980 | 294442           294443 5.184e-03 |
942000 | 294446           294447 5.187e-03 |
942020 | 294455           294456 5.230e-03 |
942040 | 294460           294461 5.183e-03 |
942060 | 294464           294465 5.179e-03 |
942080 | 294473           294474 5.182e-03 |
942100 | 294478           294479 5.186e-03 |
942120 | 294483           294484 5.195e-03 |
942140 | 294492           294493 5.184e-03 |
942160 | 294497           294498 5.191e-03 |
942180 | 294504           294505 5.178e-03 |
942200 | 294511           294512 5.229e-03 |
942220 | 294515           294516 5.186e-03 |
942240 | 294521           294522 5.188e-03 |
942260 | 294529           294530 5.192e-03 |
942280 | 294533           294534 5.194e-03 |
942300 | 294540           294541 5.194e-03 |
942320 | 294547           294548 5.191e-03 |
942340 | 294551           294552 5.194e-03 |
942360 | 294561           294562 5.173e-03 |
942380 | 294567           294568 5.216e-03 |
942400 | 294571           294572 5.271e-03 |
942420 | 294580           294581 5.188e-03 |
942440 | 294584           294585 5.188e-03 |
942460 | 294588           294589 5.201e-03 |
942480 | 294598           294599 5.195e-03 |
942500 | 294603           294604 5.183e-03 |
942520 | 294609           294610 5.193e-03 |
942540 | 294616           294617 5.177e-03 |
942560 | 294622           294623 5.227e-03 |
942580 | 294630           294631 5.222e-03 |
942600 | 294636           294637 5.246e-03 |
942620 | 294640           294641 5.193e-03 |
942640 | 294645           294646 5.200e-03 |
942660 | 294653           294654 5.199e-03 |
942680 | 294657           294658 5.202e-03 |
942700 | 294664           294665 5.193e-03 |
942720 | 294671           294672 5.201e-03 |
942740 | 294676           294677 5.197e-03 |
942760 | 294683           294684 5.194e-03 |
942780 | 294691           294692 5.191e-03 |
942800 | 294695           294696 5.195e-03 |
942820 | 294704           294705 5.195e-03 |
942840 | 294708           294709 5.201e-03 |
942860 | 294712           294713 5.203e-03 |
942880 | 294721           294722 5.204e-03 |
942900 | 294726           294727 5.192e-03 |
942920 | 294732           294733 5.189e-03 |
942940 | 294740           294741 5.192e-03 |
942960 | 294746           294747 5.190e-03 |
942980 | 294753           294754 5.198e-03 |
943000 | 294760           294761 5.246e-03 |
943020 | 294764           294765 5.227e-03 |
943040 | 294772           294773 5.193e-03 |
943060 | 294779           294780 5.192e-03 |
943080 | 294783           294784 5.196e-03 |
943100 | 294789           294790 5.203e-03 |
943120 | 294796           294797 5.186e-03 |
943140 | 294800           294801 5.197e-03 |
943160 | 294807           294808 5.202e-03 |
943180 | 294815           294816 5.196e-03 |
943200 | 294820           294821 5.200e-03 |
943220 | 294829           294830 5.197e-03 |
943240 | 294834           294835 5.194e-03 |
943260 | 294838           294839 5.477e-03 |
943280 | 294847           294848 5.202e-03 |
943300 | 294852           294853 5.444e-03 |
943320 | 294856           294857 5.372e-03 |
943340 | 294865           294866 5.172e-03 |
943360 | 294870           294871 5.313e-03 |
943380 | 294876           294877 5.244e-03 |
943400 | 294885           294886 5.201e-03 |
943420 | 294890           294891 5.232e-03 |
943440 | 294898           294899 5.194e-03 |
943460 | 294904           294905 5.187e-03 |
943480 | 294908           294909 5.208e-03 |
943500 | 294916           294917 5.197e-03 |
943520 | 294923           294924 5.200e-03 |
943540 | 294927           294928 5.190e-03 |
943560 | 294933           294934 5.200e-03 |
943580 | 294940           294941 5.193e-03 |
943600 | 294945           294946 5.189e-03 |
943620 | 294953           294954 5.187e-03 |
943640 | 294958           294959 5.203e-03 |
943660 | 294963           294964 5.185e-03 |
943680 | 294971           294972 5.188e-03 |
943700 | 294976           294977 5.238e-03 |
943720 | 294981           294982 5.182e-03 |
943740 | 294990           294991 5.187e-03 |
943760 | 294995           294996 5.188e-03 |
943780 | 295001           295002 5.191e-03 |
943800 | 295010           295011 5.187e-03 |
943820 | 295015           295016 5.193e-03 |
943840 | 295023           295024 5.195e-03 |
943860 | 295029           295030 5.193e-03 |
943880 | 295033           295034 5.182e-03 |
943900 | 295040           295041 5.193e-03 |
943920 | 295047           295048 5.199e-03 |
943940 | 295050           295051 5.193e-03 |
943960 | 295059           295060 5.196e-03 |
943980 | 295066           295067 5.193e-03 |
944000 | 295070           295071 5.189e-03 |
944020 | 295078           295079 5.182e-03 |
944040 | 295084           295085 5.198e-03 |
944060 | 295091           295092 5.193e-03 |
944080 | 295099           295100 5.190e-03 |
944100 | 295104           295105 5.236e-03 |
944120 | 295108           295109 5.263e-03 |
944140 | 295118           295119 5.197e-03 |
944160 | 295122           295123 5.227e-03 |
944180 | 295129           295130 5.190e-03 |
944200 | 295137           295138 5.191e-03 |
944220 | 295142           295143 5.186e-03 |
944240 | 295149           295150 5.200e-03 |
944260 | 295156           295157 5.196e-03 |
944280 | 295160           295161 5.195e-03 |
944300 | 295169           295170 5.239e-03 |
944320 | 295174           295175 5.194e-03 |
944340 | 295178           295179 5.204e-03 |
944360 | 295187           295188 5.204e-03 |
944380 | 295192           295193 5.198e-03 |
944400 | 295197           295198 5.202e-03 |
944420 | 295204           295205 5.204e-03 |
944440 | 295211           295212 5.199e-03 |
944460 | 295217           295218 5.208e-03 |
944480 | 295225           295226 5.194e-03 |
944500 | 295229           295230 5.279e-03 |
944520 | 295234           295235 5.200e-03 |
944540 | 295243           295244 5.192e-03 |
944560 | 295247           295248 5.191e-03 |
944580 | 295252           295253 5.218e-03 |
944600 | 295260           295261 5.214e-03 |
944620 | 295264           295265 5.209e-03 |
944640 | 295271           295272 5.191e-03 |
944660 | 295279           295280 5.189e-03 |
944680 | 295283           295284 5.201e-03 |
944700 | 295291           295292 5.200e-03 |
944720 | 295296           295297 5.200e-03 |
944740 | 295300           295301 5.203e-03 |
944760 | 295308           295309 5.203e-03 |
944780 | 295314           295315 5.203e-03 |
944800 | 295319           295320 5.197e-03 |
944820 | 295326           295327 5.204e-03 |
944840 | 295332           295333 5.209e-03 |
944860 | 295337           295338 5.248e-03 |
944880 | 295346           295347 5.248e-03 |
944900 | 295350           295351 5.298e-03 |
944920 | 295357           295358 5.248e-03 |
944940 | 295365           295366 5.207e-03 |
944960 | 295369           295370 5.212e-03 |
944980 | 295374           295375 5.262e-03 |
945000 | 295383           295384 5.212e-03 |
945020 | 295388           295389 5.206e-03 |
945040 | 295394           295395 5.247e-03 |
945060 | 295402           295403 5.202e-03 |
945080 | 295407           295408 5.212e-03 |
945100 | 295417           295418 5.211e-03 |
945120 | 295422           295423 5.209e-03 |
945140 | 295426           295427 5.210e-03 |
945160 | 295434           295435 5.285e-03 |
945180 | 295439           295440 5.427e-03 |
945200 | 295443           295444 5.391e-03 |
945220 | 295453           295454 5.223e-03 |
945240 | 295458           295459 5.259e-03 |
945260 | 295462           295463 5.207e-03 |
945280 | 295471           295472 5.207e-03 |
945300 | 295477           295478 5.210e-03 |
945320 | 295485           295486 5.197e-03 |
945340 | 295492           295493 5.208e-03 |
945360 | 295496           295497 5.210e-03 |
945380 | 295501           295502 5.203e-03 |
945400 | 295510           295511 5.200e-03 |
945420 | 295514           295515 5.250e-03 |
945440 | 295521           295522 5.251e-03 |
945460 | 295529           295530 5.209e-03 |
945480 | 295533           295534 5.205e-03 |
945500 | 295542           295543 5.201e-03 |
945520 | 295548           295549 5.206e-03 |
945540 | 295552           295553 5.220e-03 |
945560 | 295561           295562 5.528e-03 |
945580 | 295566           295567 5.526e-03 |
945600 | 295570           295571 5.317e-03 |
945620 | 295579           295580 5.344e-03 |
945640 | 295584           295585 5.260e-03 |
945660 | 295589           295590 5.254e-03 |
945680 | 295596           295597 5.184e-03 |
945700 | 295601           295602 5.222e-03 |
945720 | 295608           295609 5.205e-03 |
945740 | 295615           295616 5.214e-03 |
945760 | 295619           295620 5.208e-03 |
945780 | 295625           295626 5.207e-03 |
945800 | 295633           295634 5.208e-03 |
945820 | 295637           295638 5.213e-03 |
945840 | 295644           295645 5.210e-03 |
945860 | 295651           295652 5.190e-03 |
945880 | 295655           295656 5.216e-03 |
945900 | 295662           295663 5.206e-03 |
945920 | 295669           295670 5.214e-03 |
945940 | 295674           295675 5.226e-03 |
945960 | 295683           295684 5.201e-03 |
945980 | 295688           295689 5.183e-03 |
946000 | 295692           295693 5.209e-03 |
946020 | 295701           295702 5.218e-03 |
946040 | 295706           295707 5.214e-03 |
946060 | 295711           295712 5.259e-03 |
946080 | 295719           295720 5.188e-03 |
946100 | 295724           295725 5.187e-03 |
946120 | 295731           295732 5.201e-03 |
946140 | 295739           295740 5.198e-03 |
946160 | 295743           295744 5.195e-03 |
946180 | 295751           295752 5.212e-03 |
946200 | 295758           295759 5.259e-03 |
946220 | 295762           295763 5.215e-03 |
946240 | 295768           295769 5.312e-03 |
946260 | 295776           295777 5.215e-03 |
946280 | 295780           295781 5.220e-03 |
946300 | 295786           295787 5.206e-03 |
946320 | 295794           295795 5.204e-03 |
946340 | 295799           295800 5.216e-03 |
946360 | 295809           295810 5.212e-03 |
946380 | 295813           295814 5.247e-03 |
946400 | 295817           295818 5.250e-03 |
946420 | 295826           295827 5.244e-03 |
946440 | 295831           295832 5.304e-03 |
946460 | 295835           295836 5.249e-03 |
946480 | 295844           295845 5.210e-03 |
946500 | 295849           295850 5.210e-03 |
946520 | 295854           295855 5.206e-03 |
946540 | 295863           295864 5.217e-03 |
946560 | 295868           295869 5.209e-03 |
946580 | 295875           295876 5.221e-03 |
946600 | 295881           295882 5.214e-03 |
946620 | 295886           295887 5.213e-03 |
946640 | 295892           295893 5.299e-03 |
946660 | 295900           295901 5.218e-03 |
946680 | 295904           295905 5.232e-03 |
946700 | 295911           295912 5.218e-03 |
946720 | 295919           295920 5.219e-03 |
946740 | 295923           295924 5.216e-03 |
946760 | 295933           295934 5.214e-03 |
946780 | 295938           295939 5.218e-03 |
946800 | 295943           295944 5.211e-03 |
946820 | 295952           295953 5.252e-03 |
946840 | 295957           295958 5.281e-03 |
946860 | 295961           295962 5.211e-03 |
946880 | 295971           295972 5.187e-03 |
946900 | 295975           295976 5.220e-03 |
946920 | 295981           295982 5.203e-03 |
946940 | 295988           295989 5.201e-03 |
946960 | 295994           295995 5.204e-03 |
946980 | 296002           296003 5.214e-03 |
947000 | 296009           296010 5.241e-03 |
947020 | 296013           296014 5.252e-03 |
947040 | 296020           296021 5.207e-03 |
947060 | 296027           296028 5.209e-03 |
947080 | 296031           296032 5.222e-03 |
947100 | 296039           296040 5.477e-03 |
947120 | 296046           296047 5.354e-03 |
947140 | 296050           296051 5.257e-03 |
947160 | 296058           296059 5.263e-03 |
947180 | 296064           296065 5.300e-03 |
947200 | 296070           296071 5.246e-03 |
947220 | 296078           296079 5.266e-03 |
947240 | 296082           296083 5.219e-03 |
947260 | 296086           296087 5.217e-03 |
947280 | 296096           296097 5.204e-03 |
947300 | 296100           296101 5.202e-03 |
947320 | 296106           296107 5.208e-03 |
947340 | 296113           296114 5.204e-03 |
947360 | 296118           296119 5.212e-03 |
947380 | 296126           296127 5.205e-03 |
947400 | 296133           296134 5.209e-03 |
947420 | 296137           296138 5.218e-03 |
947440 | 296145           296146 5.209e-03 |
947460 | 296151           296152 5.223e-03 |
947480 | 296155           296156 5.260e-03 |
947500 | 296163           296164 5.210e-03 |
947520 | 296169           296170 5.223e-03 |
947540 | 296174           296175 5.220e-03 |
947560 | 296181           296182 5.241e-03 |
947580 | 296188           296189 5.218e-03 |
947600 | 296194           296195 5.215e-03 |
947620 | 296203           296204 5.217e-03 |
947640 | 296207           296208 5.219e-03 |
947660 | 296211           296212 5.252e-03 |
947680 | 296220           296221 5.286e-03 |
947700 | 296225           296226 5.215e-03 |
947720 | 296230           296231 5.210e-03 |
947740 | 296239           296240 5.215e-03 |
947760 | 296244           296245 5.209e-03 |
947780 | 296250           296251 5.212e-03 |
947800 | 296257           296258 5.216e-03 |
947820 | 296261           296262 5.223e-03 |
947840 | 296270           296271 5.216e-03 |
947860 | 296276           296277 5.616e-03 |
947880 | 296280           296281 5.367e-03 |
947900 | 296288           296289 5.256e-03 |
947920 | 296295           296296 5.310e-03 |
947940 | 296299           296300 5.268e-03 |
947960 | 296306           296307 5.306e-03 |
947980 | 296313           296314 5.271e-03 |
948000 | 296319           296320 5.274e-03 |
948020 | 296328           296329 5.229e-03 |
948040 | 296333           296334 5.265e-03 |
948060 | 296338           296339 5.222e-03 |
948080 | 296346           296347 5.222e-03 |
948100 | 296350           296351 5.273e-03 |
948120 | 296355           296356 5.213e-03 |
948140 | 296364           296365 5.217e-03 |
948160 | 296368           296369 5.220e-03 |
948180 | 296374           296375 5.202e-03 |
948200 | 296383           296384 5.212e-03 |
948220 | 296387           296388 5.215e-03 |
948240 | 296396           296397 5.211e-03 |
948260 | 296401           296402 5.207e-03 |
948280 | 296405           296406 5.213e-03 |
948300 | 296413           296414 5.197e-03 |
948320 | 296420           296421 5.214e-03 |
948340 | 296423           296424 5.212e-03 |
948360 | 296433           296434 5.252e-03 |
948380 | 296438           296439 5.215e-03 |
948400 | 296443           296444 5.217e-03 |
948420 | 296452           296453 5.208e-03 |
948440 | 296458           296459 5.205e-03 |
948460 | 296465           296466 5.202e-03 |
948480 | 296473           296474 5.208e-03 |
948500 | 296477           296478 5.211e-03 |
948520 | 296483           296484 5.221e-03 |
948540 | 296491           296492 5.214e-03 |
948560 | 296495           296496 5.216e-03 |
948580 | 296502           296503 5.218e-03 |
948600 | 296510           296511 5.191e-03 |
948620 | 296514           296515 5.213e-03 |
948640 | 296522           296523 5.220e-03 |
948660 | 296528           296529 5.216e-03 |
948680 | 296532           296533 5.254e-03 |
948700 | 296541           296542 5.295e-03 |
948720 | 296546           296547 5.250e-03 |
948740 | 296550           296551 5.261e-03 |
948760 | 296558           296559 5.254e-03 |
948780 | 296564           296565 5.739e-03 |
948800 | 296570           296571 5.606e-03 |
948820 | 296577           296578 5.359e-03 |
948840 | 296583           296584 5.651e-03 |
948860 | 296589           296590 5.640e-03 |
948880 | 296597           296598 5.693e-03 |
948900 | 296601           296602 5.638e-03 |
948920 | 296606           296607 5.352e-03 |
948940 | 296614           296615 5.674e-03 |
948960 | 296618           296619 5.721e-03 |
948980 | 296626           296627 5.925e-03 |
949000 | 296634           296635 5.754e-03 |
949020 | 296638           296639 5.313e-03 |
949040 | 296645           296646 5.729e-03 |
949060 | 296653           296654 5.709e-03 |
949080 | 296657           296658 5.647e-03 |
949100 | 296667           296668 5.624e-03 |
949120 | 296672           296673 5.234e-03 |
949140 | 296676           296677 5.635e-03 |
949160 | 296685           296686 5.677e-03 |
949180 | 296691           296692 5.636e-03 |
949200 | 296696           296697 5.582e-03 |
949220 | 296704           296705 5.274e-03 |
949240 | 296710           296711 5.712e-03 |
949260 | 296716           296717 5.994e-03 |
949280 | 296723           296724 6.003e-03 |
949300 | 296727           296728 5.941e-03 |
949320 | 296734           296735 5.308e-03 |
949340 | 296741           296742 6.057e-03 |
949360 | 296745           296746 6.044e-03 |
949380 | 296751           296752 6.107e-03 |
949400 | 296759           296760 6.077e-03 |
949420 | 296763           296764 6.067e-03 |
949440 | 296770           296771 5.613e-03 |
949460 | 296778           296779 5.661e-03 |
949480 | 296782           296783 6.002e-03 |
949500 | 296791           296792 5.986e-03 |
949520 | 296796           296797 6.011e-03 |
949540 | 296800           296801 6.035e-03 |
949560 | 296809           296810 5.665e-03 |
949580 | 296815           296816 5.665e-03 |
949600 | 296819           296820 6.058e-03 |
949620 | 296828           296829 6.001e-03 |
949640 | 296833           296834 6.006e-03 |
949660 | 296837           296838 5.999e-03 |
949680 | 296846           296847 5.968e-03 |
949700 | 296851           296852 5.296e-03 |
949720 | 296858           296859 6.075e-03 |
949740 | 296865           296866 6.033e-03 |
949760 | 296869           296870 6.078e-03 |
949780 | 296876           296877 6.028e-03 |
949800 | 296884           296885 6.048e-03 |
949820 | 296888           296889 5.664e-03 |
949840 | 296894           296895 5.680e-03 |
949860 | 296902           296903 6.057e-03 |
949880 | 296906           296907 6.105e-03 |
949900 | 296915           296916 6.039e-03 |
949920 | 296921           296922 6.079e-03 |
949940 | 296925           296926 6.022e-03 |
949960 | 296934           296935 5.299e-03 |
949980 | 296939           296940 6.116e-03 |
950000 | 296943           296944 6.054e-03 |
950020 | 296952           296953 6.321e-03 |
950040 | 296957           296958 6.129e-03 |
950060 | 296963           296964 6.150e-03 |
950080 | 296970           296971 6.053e-03 |
950100 | 296976           296977 5.332e-03 |
950120 | 296984           296985 6.059e-03 |
950140 | 296991           296992 6.065e-03 |
950160 | 296995           296996 6.287e-03 |
950180 | 297001           297002 6.184e-03 |
950200 | 297009           297010 6.222e-03 |
950220 | 297013           297014 6.264e-03 |
950240 | 297022           297023 5.999e-03 |
950260 | 297029           297030 5.872e-03 |
950280 | 297033           297034 6.475e-03 |
950300 | 297040           297041 6.431e-03 |
950320 | 297047           297048 6.473e-03 |
950340 | 297052           297053 6.513e-03 |
950360 | 297061           297062 6.546e-03 |
950380 | 297065           297066 6.412e-03 |
950400 | 297070           297071 6.620e-03 |
950420 | 297079           297080 6.611e-03 |
950440 | 297084           297085 6.671e-03 |
950460 | 297090           297091 6.683e-03 |
950480 | 297099           297100 6.583e-03 |
950500 | 297104           297105 6.468e-03 |
950520 | 297111           297112 6.264e-03 |
950540 | 297119           297120 5.975e-03 |
950560 | 297123           297124 6.717e-03 |
950580 | 297130           297131 6.510e-03 |
950600 | 297137           297138 6.836e-03 |
950620 | 297141           297142 6.703e-03 |
950640 | 297148           297149 8.158e-03 |
950660 | 297155           297156 8.284e-03 |
950680 | 297160           297161 6.522e-03 |
950700 | 297167           297168 6.160e-03 |
950720 | 297175           297176 6.505e-03 |
950740 | 297180           297181 6.797e-03 |
950760 | 297189           297190 6.570e-03 |
950780 | 297194           297195 6.567e-03 |
950800 | 297197           297198 6.414e-03 |
950820 | 297207           297208 6.591e-03 |
950840 | 297211           297212 6.596e-03 |
950860 | 297217           297218 6.690e-03 |
950880 | 297226           297227 6.402e-03 |
950900 | 297231           297232 6.617e-03 |
950920 | 297236           297237 6.530e-03 |
950940 | 297244           297245 6.675e-03 |
950960 | 297249           297250 6.272e-03 |
950980 | 297257           297258 6.274e-03 |
951000 | 297262           297263 6.481e-03 |
951020 | 297267           297268 6.072e-03 |
951040 | 297274           297275 6.365e-03 |
951060 | 297281           297282 6.482e-03 |
951080 | 297285           297286 6.546e-03 |
951100 | 297293           297294 6.237e-03 |
951120 | 297300           297301 6.610e-03 |
951140 | 297305           297306 6.459e-03 |
951160 | 297314           297315 6.322e-03 |
951180 | 297319           297320 6.467e-03 |
951200 | 297324           297325 5.940e-03 |
951220 | 297333           297334 6.100e-03 |
951240 | 297337           297338 6.249e-03 |
951260 | 297342           297343 6.298e-03 |
951280 | 297351           297352 6.204e-03 |
951300 | 297356           297357 6.398e-03 |
951320 | 297362           297363 6.361e-03 |
951340 | 297370           297371 6.276e-03 |
951360 | 297375           297376 6.109e-03 |
951380 | 297384           297385 5.739e-03 |
951400 | 297390           297391 5.786e-03 |
951420 | 297394           297395 6.213e-03 |
951440 | 297400           297401 6.339e-03 |
951460 | 297407           297408 6.135e-03 |
951480 | 297411           297412 6.127e-03 |
951500 | 297420           297421 6.104e-03 |
951520 | 297426           297427 6.274e-03 |
951540 | 297431           297432 5.991e-03 |
951560 | 297439           297440 5.969e-03 |
951580 | 297445           297446 6.384e-03 |
951600 | 297450           297451 6.141e-03 |
951620 | 297458           297459 6.154e-03 |
951640 | 297463           297464 6.067e-03 |
951660 | 297468           297469 6.101e-03 |
951680 | 297477           297478 6.061e-03 |
951700 | 297482           297483 5.850e-03 |
951720 | 297487           297488 5.802e-03 |
951740 | 297496           297497 6.356e-03 |
951760 | 297501           297502 6.160e-03 |
951780 | 297509           297510 6.118e-03 |
951800 | 297516           297517 6.056e-03 |
951820 | 297520           297521 6.077e-03 |
951840 | 297528           297529 5.717e-03 |
951860 | 297534           297535 5.696e-03 |
951880 | 297538           297539 6.070e-03 |
951900 | 297546           297547 6.084e-03 |
951920 | 297552           297553 6.086e-03 |
951940 | 297557           297558 6.110e-03 |
951960 | 297564           297565 6.099e-03 |
951980 | 297571           297572 5.701e-03 |
952000 | 297576           297577 5.714e-03 |
952020 | 297584           297585 6.074e-03 |
952040 | 297589           297590 6.070e-03 |
952060 | 297594           297595 6.074e-03 |
952080 | 297602           297603 6.103e-03 |
952100 | 297607           297608 6.210e-03 |
952120 | 297612           297613 6.011e-03 |
952140 | 297620           297621 5.813e-03 |
952160 | 297624           297625 6.104e-03 |
952180 | 297631           297632 6.101e-03 |
952200 | 297640           297641 6.081e-03 |
952220 | 297644           297645 6.086e-03 |
952240 | 297654           297655 6.089e-03 |
952260 | 297659           297660 5.749e-03 |
952280 | 297663           297664 5.717e-03 |
952300 | 297671           297672 6.096e-03 |
952320 | 297677           297678 6.076e-03 |
952340 | 297682           297683 6.069e-03 |
952360 | 297689           297690 6.067e-03 |
952380 | 297694           297695 6.072e-03 |
952400 | 297700           297701 5.340e-03 |
952420 | 297709           297710 6.091e-03 |
952440 | 297713           297714 6.085e-03 |
952460 | 297720           297721 6.088e-03 |
952480 | 297727           297728 6.084e-03 |
952500 | 297731           297732 6.232e-03 |
952520 | 297737           297738 6.194e-03 |
952540 | 297745           297746 5.905e-03 |
952560 | 297749           297750 5.808e-03 |
952580 | 297755           297756 6.119e-03 |
952600 | 297764           297765 6.097e-03 |
952620 | 297769           297770 6.079e-03 |
952640 | 297779           297780 6.069e-03 |
952660 | 297784           297785 6.097e-03 |
952680 | 297788           297789 5.708e-03 |
952700 | 297796           297797 5.710e-03 |
952720 | 297802           297803 6.083e-03 |
952740 | 297806           297807 6.084e-03 |
952760 | 297815           297816 6.087e-03 |
952780 | 297819           297820 6.081e-03 |
952800 | 297824           297825 5.902e-03 |
952820 | 297833           297834 5.447e-03 |
952840 | 297838           297839 6.083e-03 |
952860 | 297845           297846 6.087e-03 |
952880 | 297852           297853 6.071e-03 |
952900 | 297856           297857 6.098e-03 |
952920 | 297861           297862 6.077e-03 |
952940 | 297870           297871 5.719e-03 |
952960 | 297874           297875 5.712e-03 |
952980 | 297880           297881 6.094e-03 |
953000 | 297889           297890 6.093e-03 |
953020 | 297893           297894 6.063e-03 |
953040 | 297902           297903 6.083e-03 |
953060 | 297908           297909 6.058e-03 |
953080 | 297911           297912 5.677e-03 |
953100 | 297921           297922 5.675e-03 |
953120 | 297926           297927 6.080e-03 |
953140 | 297930           297931 6.032e-03 |
953160 | 297939           297940 6.223e-03 |
953180 | 297944           297945 7.056e-03 |
953200 | 297949           297950 6.343e-03 |
953220 | 297956           297957 6.380e-03 |
953240 | 297962           297963 5.771e-03 |
953260 | 297969           297970 7.079e-03 |
953280 | 297976           297977 6.583e-03 |
953300 | 297980           297981 5.976e-03 |
953320 | 297987           297988 6.229e-03 |
953340 | 297995           297996 6.132e-03 |
953360 | 297999           298000 6.243e-03 |
953380 | 298006           298007 6.582e-03 |
953400 | 298014           298015 6.300e-03 |
953420 | 298018           298019 6.209e-03 |
953440 | 298025           298026 5.773e-03 |
