    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
160000 | 50051            50052 8.989e-04 |
160020 | 50055            50056 8.997e-04 |
160040 | 50061            50062 8.991e-04 |
160060 | 50070            50071 8.998e-04 |
160080 | 50074            50075 8.937e-04 |
160100 | 50082            50083 8.998e-04 |
160120 | 50089            50090 8.980e-04 |
160140 | 50093            50094 9.000e-04 |
160160 | 50103            50104 8.992e-04 |
160180 | 50108            50109 8.973e-04 |
160200 | 50112            50113 9.016e-04 |
160220 | 50121            50122 9.003e-04 |
160240 | 50126            50127 8.951e-04 |
160260 | 50132            50133 8.996e-04 |
160280 | 50139            50140 9.008e-04 |
160300 | 50146            50147 9.012e-04 |
160320 | 50152            50153 9.027e-04 |
160340 | 50160            50161 8.973e-04 |
160360 | 50165            50166 9.012e-04 |
160380 | 50170            50171 9.018e-04 |
160400 | 50178            50179 9.001e-04 |
160420 | 50182            50183 9.015e-04 |
160440 | 50189            50190 9.035e-04 |
160460 | 50197            50198 9.005e-04 |
160480 | 50201            50202 9.004e-04 |
160500 | 50208            50209 9.001e-04 |
160520 | 50215            50216 8.997e-04 |
160540 | 50220            50221 9.015e-04 |
160560 | 50229            50230 9.013e-04 |
160580 | 50234            50235 9.020e-04 |
160600 | 50238            50239 9.042e-04 |
160620 | 50247            50248 9.027e-04 |
160640 | 50253            50254 8.994e-04 |
160660 | 50258            50259 8.994e-04 |
160680 | 50266            50267 9.049e-04 |
160700 | 50271            50272 9.026e-04 |
160720 | 50277            50278 8.993e-04 |
160740 | 50285            50286 8.995e-04 |
160760 | 50290            50291 9.039e-04 |
160780 | 50296            50297 9.020e-04 |
160800 | 50303            50304 9.037e-04 |
160820 | 50308            50309 8.996e-04 |
160840 | 50314            50315 9.038e-04 |
160860 | 50322            50323 9.042e-04 |
160880 | 50326            50327 9.034e-04 |
160900 | 50332            50333 9.020e-04 |
160920 | 50341            50342 9.048e-04 |
160940 | 50345            50346 9.049e-04 |
160960 | 50354            50355 9.022e-04 |
160980 | 50359            50360 9.028e-04 |
161000 | 50363            50364 9.018e-04 |
161020 | 50371            50372 9.039e-04 |
161040 | 50377            50378 9.044e-04 |
161060 | 50381            50382 9.052e-04 |
161080 | 50390            50391 8.985e-04 |
161100 | 50394            50395 9.020e-04 |
161120 | 50399            50400 9.086e-04 |
161140 | 50407            50408 9.061e-04 |
161160 | 50412            50413 9.080e-04 |
161180 | 50419            50420 9.055e-04 |
161200 | 50426            50427 9.070e-04 |
161220 | 50430            50431 9.053e-04 |
161240 | 50437            50438 9.042e-04 |
161260 | 50445            50446 9.041e-04 |
161280 | 50449            50450 9.055e-04 |
161300 | 50456            50457 9.102e-04 |
161320 | 50463            50464 9.015e-04 |
161340 | 50467            50468 9.077e-04 |
161360 | 50476            50477 9.058e-04 |
161380 | 50482            50483 9.073e-04 |
161400 | 50486            50487 8.968e-04 |
161420 | 50496            50497 9.027e-04 |
161440 | 50500            50501 9.047e-04 |
161460 | 50504            50505 9.078e-04 |
161480 | 50513            50514 9.093e-04 |
161500 | 50518            50519 9.067e-04 |
161520 | 50523            50524 9.079e-04 |
161540 | 50531            50532 9.028e-04 |
161560 | 50537            50538 9.101e-04 |
161580 | 50545            50546 9.059e-04 |
161600 | 50552            50553 9.032e-04 |
161620 | 50556            50557 9.101e-04 |
161640 | 50563            50564 9.107e-04 |
161660 | 50570            50571 9.059e-04 |
161680 | 50574            50575 9.091e-04 |
161700 | 50582            50583 9.093e-04 |
161720 | 50589            50590 9.078e-04 |
161740 | 50593            50594 9.061e-04 |
161760 | 50600            50601 9.061e-04 |
161780 | 50608            50609 9.032e-04 |
161800 | 50613            50614 9.076e-04 |
161820 | 50622            50623 9.117e-04 |
161840 | 50626            50627 9.072e-04 |
161860 | 50630            50631 9.096e-04 |
161880 | 50639            50640 9.124e-04 |
161900 | 50644            50645 9.119e-04 |
161920 | 50649            50650 9.105e-04 |
161940 | 50657            50658 9.083e-04 |
161960 | 50662            50663 9.058e-04 |
161980 | 50669            50670 9.081e-04 |
162000 | 50677            50678 9.034e-04 |
162020 | 50681            50682 9.056e-04 |
162040 | 50689            50690 9.087e-04 |
162060 | 50696            50697 9.096e-04 |
162080 | 50700            50701 9.131e-04 |
162100 | 50707            50708 9.103e-04 |
162120 | 50714            50715 9.098e-04 |
162140 | 50719            50720 9.059e-04 |
162160 | 50726            50727 9.093e-04 |
162180 | 50734            50735 9.139e-04 |
162200 | 50739            50740 9.084e-04 |
162220 | 50747            50748 9.057e-04 |
162240 | 50751            50752 9.103e-04 |
162260 | 50755            50756 9.100e-04 |
162280 | 50765            50766 9.074e-04 |
162300 | 50770            50771 9.112e-04 |
162320 | 50775            50776 9.129e-04 |
162340 | 50784            50785 9.145e-04 |
162360 | 50789            50790 9.119e-04 |
162380 | 50794            50795 9.117e-04 |
162400 | 50803            50804 9.123e-04 |
162420 | 50808            50809 9.068e-04 |
162440 | 50817            50818 9.117e-04 |
162460 | 50823            50824 9.118e-04 |
162480 | 50828            50829 9.089e-04 |
162500 | 50835            50836 9.146e-04 |
162520 | 50842            50843 9.126e-04 |
162540 | 50846            50847 9.097e-04 |
162560 | 50854            50855 9.121e-04 |
162580 | 50861            50862 9.092e-04 |
162600 | 50865            50866 9.132e-04 |
162620 | 50873            50874 9.124e-04 |
162640 | 50878            50879 9.105e-04 |
162660 | 50884            50885 9.149e-04 |
162680 | 50893            50894 9.139e-04 |
162700 | 50897            50898 9.171e-04 |
162720 | 50902            50903 9.126e-04 |
162740 | 50911            50912 9.080e-04 |
162760 | 50916            50917 9.139e-04 |
162780 | 50922            50923 9.159e-04 |
162800 | 50930            50931 9.113e-04 |
162820 | 50935            50936 9.119e-04 |
162840 | 50944            50945 9.119e-04 |
162860 | 50949            50950 9.165e-04 |
162880 | 50953            50954 9.159e-04 |
162900 | 50961            50962 9.163e-04 |
162920 | 50967            50968 9.150e-04 |
162940 | 50971            50972 9.141e-04 |
162960 | 50979            50980 9.145e-04 |
162980 | 50985            50986 9.127e-04 |
163000 | 50989            50990 9.125e-04 |
163020 | 50997            50998 9.150e-04 |
163040 | 51004            51005 9.092e-04 |
163060 | 51009            51010 9.177e-04 |
163080 | 51017            51018 9.167e-04 |
163100 | 51021            51022 9.173e-04 |
163120 | 51027            51028 9.133e-04 |
163140 | 51035            51036 9.160e-04 |
163160 | 51040            51041 9.148e-04 |
163180 | 51045            51046 9.158e-04 |
163200 | 51052            51053 9.169e-04 |
163220 | 51057            51058 9.194e-04 |
163240 | 51064            51065 9.161e-04 |
163260 | 51071            51072 9.130e-04 |
163280 | 51075            51076 9.193e-04 |
163300 | 51084            51085 9.203e-04 |
163320 | 51089            51090 9.178e-04 |
163340 | 51093            51094 9.161e-04 |
163360 | 51102            51103 9.163e-04 |
163380 | 51108            51109 9.185e-04 |
163400 | 51113            51114 9.180e-04 |
163420 | 51120            51121 9.171e-04 |
163440 | 51127            51128 9.165e-04 |
163460 | 51134            51135 9.173e-04 |
163480 | 51142            51143 9.192e-04 |
163500 | 51147            51148 9.202e-04 |
163520 | 51152            51153 9.184e-04 |
163540 | 51161            51162 9.163e-04 |
163560 | 51166            51167 9.168e-04 |
163580 | 51172            51173 9.179e-04 |
163600 | 51180            51181 9.207e-04 |
163620 | 51184            51185 9.155e-04 |
163640 | 51191            51192 9.203e-04 |
163660 | 51197            51198 9.226e-04 |
163680 | 51202            51203 9.192e-04 |
163700 | 51211            51212 9.210e-04 |
163720 | 51217            51218 9.224e-04 |
163740 | 51221            51222 9.233e-04 |
163760 | 51229            51230 9.199e-04 |
163780 | 51235            51236 9.174e-04 |
163800 | 51240            51241 9.188e-04 |
163820 | 51248            51249 9.213e-04 |
163840 | 51253            51254 9.198e-04 |
163860 | 51259            51260 9.201e-04 |
163880 | 51267            51268 9.196e-04 |
163900 | 51272            51273 9.185e-04 |
163920 | 51278            51279 9.228e-04 |
163940 | 51286            51287 9.207e-04 |
163960 | 51290            51291 9.206e-04 |
163980 | 51296            51297 9.221e-04 |
164000 | 51304            51305 9.186e-04 |
164020 | 51308            51309 9.183e-04 |
164040 | 51314            51315 9.159e-04 |
164060 | 51322            51323 9.186e-04 |
164080 | 51327            51328 9.232e-04 |
164100 | 51337            51338 9.200e-04 |
164120 | 51342            51343 9.197e-04 |
164140 | 51346            51347 9.218e-04 |
164160 | 51354            51355 9.238e-04 |
164180 | 51360            51361 9.245e-04 |
164200 | 51363            51364 9.192e-04 |
164220 | 51372            51373 9.218e-04 |
164240 | 51378            51379 9.217e-04 |
164260 | 51382            51383 9.236e-04 |
164280 | 51390            51391 9.220e-04 |
164300 | 51396            51397 9.247e-04 |
164320 | 51404            51405 9.255e-04 |
164340 | 51411            51412 9.226e-04 |
164360 | 51415            51416 9.228e-04 |
164380 | 51421            51422 9.244e-04 |
164400 | 51430            51431 9.228e-04 |
164420 | 51434            51435 9.205e-04 |
164440 | 51440            51441 9.245e-04 |
164460 | 51448            51449 9.236e-04 |
164480 | 51452            51453 9.258e-04 |
164500 | 51461            51462 9.229e-04 |
164520 | 51467            51468 9.242e-04 |
164540 | 51470            51471 9.211e-04 |
164560 | 51479            51480 9.263e-04 |
164580 | 51484            51485 9.242e-04 |
164600 | 51488            51489 9.263e-04 |
164620 | 51496            51497 9.237e-04 |
164640 | 51502            51503 9.250e-04 |
164660 | 51506            51507 9.264e-04 |
164680 | 51514            51515 9.241e-04 |
164700 | 51520            51521 9.233e-04 |
164720 | 51527            51528 9.269e-04 |
164740 | 51534            51535 9.232e-04 |
164760 | 51538            51539 9.248e-04 |
164780 | 51544            51545 9.288e-04 |
164800 | 51552            51553 9.232e-04 |
164820 | 51556            51557 9.261e-04 |
164840 | 51563            51564 9.253e-04 |
164860 | 51571            51572 9.273e-04 |
164880 | 51575            51576 9.263e-04 |
164900 | 51583            51584 9.231e-04 |
164920 | 51589            51590 9.238e-04 |
164940 | 51594            51595 9.287e-04 |
164960 | 51603            51604 9.274e-04 |
164980 | 51607            51608 9.249e-04 |
165000 | 51612            51613 9.258e-04 |
165020 | 51621            51622 9.280e-04 |
165040 | 51626            51627 9.283e-04 |
165060 | 51631            51632 9.275e-04 |
165080 | 51639            51640 9.268e-04 |
165100 | 51644            51645 9.286e-04 |
165120 | 51650            51651 9.270e-04 |
165140 | 51658            51659 9.278e-04 |
165160 | 51663            51664 9.292e-04 |
165180 | 51670            51671 9.292e-04 |
165200 | 51676            51677 9.296e-04 |
165220 | 51680            51681 9.268e-04 |
165240 | 51687            51688 9.253e-04 |
165260 | 51694            51695 9.301e-04 |
165280 | 51697            51698 9.257e-04 |
165300 | 51704            51705 9.281e-04 |
165320 | 51711            51712 9.242e-04 |
165340 | 51717            51718 9.268e-04 |
165360 | 51726            51727 9.318e-04 |
165380 | 51731            51732 9.295e-04 |
165400 | 51734            51735 9.270e-04 |
165420 | 51744            51745 9.276e-04 |
165440 | 51749            51750 9.267e-04 |
165460 | 51753            51754 9.338e-04 |
165480 | 51762            51763 9.283e-04 |
165500 | 51767            51768 9.270e-04 |
165520 | 51772            51773 9.285e-04 |
165540 | 51780            51781 9.304e-04 |
165560 | 51785            51786 9.348e-04 |
165580 | 51793            51794 9.289e-04 |
165600 | 51799            51800 9.286e-04 |
165620 | 51803            51804 9.315e-04 |
165640 | 51810            51811 9.310e-04 |
165660 | 51818            51819 9.293e-04 |
165680 | 51822            51823 9.307e-04 |
165700 | 51829            51830 9.312e-04 |
165720 | 51837            51838 9.300e-04 |
165740 | 51841            51842 9.318e-04 |
165760 | 51850            51851 9.305e-04 |
165780 | 51855            51856 9.317e-04 |
165800 | 51860            51861 9.314e-04 |
165820 | 51869            51870 9.266e-04 |
165840 | 51874            51875 9.292e-04 |
165860 | 51878            51879 9.276e-04 |
165880 | 51888            51889 9.316e-04 |
165900 | 51892            51893 9.315e-04 |
165920 | 51897            51898 9.292e-04 |
165940 | 51905            51906 9.305e-04 |
165960 | 51910            51911 9.290e-04 |
165980 | 51917            51918 9.314e-04 |
166000 | 51923            51924 9.328e-04 |
166020 | 51927            51928 9.295e-04 |
166040 | 51934            51935 9.328e-04 |
166060 | 51941            51942 9.374e-04 |
166080 | 51945            51946 9.323e-04 |
166100 | 51954            51955 9.340e-04 |
166120 | 51960            51961 9.370e-04 |
166140 | 51964            51965 9.359e-04 |
166160 | 51972            51973 9.313e-04 |
166180 | 51979            51980 9.316e-04 |
166200 | 51985            51986 9.356e-04 |
166220 | 51994            51995 9.314e-04 |
166240 | 51998            51999 9.394e-04 |
166260 | 52002            52003 9.337e-04 |
166280 | 52012            52013 9.341e-04 |
166300 | 52016            52017 9.337e-04 |
166320 | 52021            52022 9.345e-04 |
166340 | 52029            52030 9.333e-04 |
166360 | 52033            52034 9.336e-04 |
166380 | 52040            52041 9.362e-04 |
166400 | 52046            52047 9.335e-04 |
166420 | 52050            52051 9.331e-04 |
166440 | 52058            52059 9.338e-04 |
166460 | 52064            52065 9.430e-04 |
166480 | 52068            52069 9.393e-04 |
166500 | 52076            52077 9.301e-04 |
166520 | 52083            52084 9.309e-04 |
166540 | 52088            52089 9.318e-04 |
166560 | 52094            52095 9.289e-04 |
166580 | 52101            52102 9.358e-04 |
166600 | 52107            52108 9.363e-04 |
166620 | 52115            52116 9.338e-04 |
166640 | 52119            52120 9.339e-04 |
166660 | 52124            52125 9.352e-04 |
166680 | 52133            52134 9.353e-04 |
166700 | 52137            52138 9.351e-04 |
166720 | 52143            52144 9.340e-04 |
166740 | 52152            52153 9.376e-04 |
166760 | 52156            52157 9.358e-04 |
166780 | 52163            52164 9.321e-04 |
166800 | 52172            52173 9.329e-04 |
166820 | 52176            52177 9.360e-04 |
166840 | 52184            52185 9.416e-04 |
166860 | 52189            52190 9.366e-04 |
166880 | 52193            52194 9.381e-04 |
166900 | 52201            52202 9.399e-04 |
166920 | 52207            52208 9.364e-04 |
166940 | 52211            52212 9.378e-04 |
166960 | 52219            52220 9.366e-04 |
166980 | 52225            52226 9.337e-04 |
167000 | 52229            52230 9.354e-04 |
167020 | 52238            52239 9.351e-04 |
167040 | 52243            52244 9.350e-04 |
167060 | 52249            52250 9.393e-04 |
167080 | 52257            52258 9.386e-04 |
167100 | 52261            52262 9.380e-04 |
167120 | 52267            52268 9.349e-04 |
167140 | 52275            52276 9.375e-04 |
167160 | 52279            52280 9.389e-04 |
167180 | 52285            52286 9.420e-04 |
167200 | 52293            52294 9.388e-04 |
167220 | 52298            52299 9.356e-04 |
167240 | 52307            52308 9.379e-04 |
167260 | 52313            52314 9.409e-04 |
167280 | 52317            52318 9.391e-04 |
167300 | 52325            52326 9.386e-04 |
167320 | 52331            52332 9.351e-04 |
167340 | 52335            52336 9.350e-04 |
167360 | 52344            52345 9.407e-04 |
167380 | 52349            52350 9.379e-04 |
167400 | 52354            52355 9.380e-04 |
167420 | 52361            52362 9.408e-04 |
167440 | 52367            52368 9.359e-04 |
167460 | 52374            52375 9.388e-04 |
167480 | 52381            52382 9.402e-04 |
167500 | 52386            52387 9.408e-04 |
167520 | 52392            52393 9.369e-04 |
167540 | 52400            52401 9.417e-04 |
167560 | 52404            52405 9.417e-04 |
167580 | 52411            52412 9.411e-04 |
167600 | 52418            52419 9.451e-04 |
167620 | 52422            52423 9.400e-04 |
167640 | 52430            52431 9.406e-04 |
167660 | 52437            52438 9.423e-04 |
167680 | 52440            52441 9.445e-04 |
167700 | 52449            52450 9.438e-04 |
167720 | 52454            52455 9.416e-04 |
167740 | 52457            52458 9.429e-04 |
167760 | 52467            52468 9.432e-04 |
167780 | 52472            52473 9.405e-04 |
167800 | 52478            52479 9.429e-04 |
167820 | 52485            52486 9.425e-04 |
167840 | 52492            52493 9.443e-04 |
167860 | 52498            52499 9.378e-04 |
167880 | 52505            52506 9.408e-04 |
167900 | 52510            52511 9.427e-04 |
167920 | 52515            52516 9.385e-04 |
167940 | 52523            52524 9.413e-04 |
167960 | 52527            52528 9.410e-04 |
167980 | 52535            52536 9.436e-04 |
168000 | 52543            52544 9.440e-04 |
168020 | 52547            52548 9.328e-04 |
168040 | 52554            52555 9.374e-04 |
168060 | 52562            52563 9.447e-04 |
168080 | 52566            52567 9.430e-04 |
168100 | 52575            52576 9.444e-04 |
168120 | 52580            52581 9.426e-04 |
168140 | 52584            52585 9.454e-04 |
168160 | 52592            52593 9.458e-04 |
168180 | 52598            52599 9.426e-04 |
168200 | 52602            52603 9.438e-04 |
168220 | 52610            52611 9.411e-04 |
168240 | 52615            52616 9.439e-04 |
168260 | 52621            52622 9.436e-04 |
168280 | 52630            52631 9.454e-04 |
168300 | 52634            52635 9.446e-04 |
168320 | 52641            52642 9.436e-04 |
168340 | 52648            52649 9.455e-04 |
168360 | 52652            52653 9.503e-04 |
168380 | 52658            52659 9.461e-04 |
168400 | 52666            52667 9.435e-04 |
168420 | 52671            52672 9.446e-04 |
168440 | 52678            52679 9.458e-04 |
168460 | 52686            52687 9.424e-04 |
168480 | 52691            52692 9.440e-04 |
168500 | 52700            52701 9.416e-04 |
168520 | 52705            52706 9.459e-04 |
168540 | 52709            52710 9.434e-04 |
168560 | 52718            52719 9.459e-04 |
168580 | 52723            52724 9.451e-04 |
168600 | 52726            52727 9.473e-04 |
168620 | 52735            52736 9.437e-04 |
168640 | 52740            52741 9.449e-04 |
168660 | 52745            52746 9.491e-04 |
168680 | 52754            52755 9.455e-04 |
168700 | 52759            52760 9.481e-04 |
168720 | 52766            52767 9.444e-04 |
168740 | 52773            52774 9.441e-04 |
168760 | 52777            52778 9.433e-04 |
168780 | 52783            52784 9.485e-04 |
168800 | 52791            52792 9.486e-04 |
168820 | 52796            52797 9.473e-04 |
168840 | 52802            52803 9.467e-04 |
168860 | 52810            52811 9.462e-04 |
168880 | 52814            52815 9.486e-04 |
168900 | 52824            52825 9.447e-04 |
168920 | 52829            52830 9.469e-04 |
168940 | 52834            52835 9.489e-04 |
168960 | 52843            52844 9.501e-04 |
168980 | 52848            52849 9.479e-04 |
169000 | 52852            52853 9.494e-04 |
169020 | 52861            52862 9.492e-04 |
169040 | 52866            52867 9.464e-04 |
169060 | 52871            52872 9.491e-04 |
169080 | 52879            52880 9.494e-04 |
169100 | 52884            52885 9.484e-04 |
169120 | 52893            52894 9.533e-04 |
169140 | 52900            52901 9.488e-04 |
169160 | 52904            52905 9.489e-04 |
169180 | 52910            52911 9.508e-04 |
169200 | 52918            52919 9.534e-04 |
169220 | 52922            52923 9.484e-04 |
169240 | 52929            52930 9.474e-04 |
169260 | 52936            52937 9.501e-04 |
169280 | 52939            52940 9.500e-04 |
169300 | 52947            52948 9.538e-04 |
169320 | 52954            52955 9.499e-04 |
169340 | 52959            52960 9.524e-04 |
169360 | 52968            52969 9.509e-04 |
169380 | 52972            52973 9.488e-04 |
169400 | 52976            52977 9.477e-04 |
169420 | 52985            52986 9.510e-04 |
169440 | 52990            52991 9.537e-04 |
169460 | 52996            52997 9.485e-04 |
169480 | 53003            53004 9.512e-04 |
169500 | 53008            53009 9.512e-04 |
169520 | 53014            53015 9.542e-04 |
169540 | 53022            53023 9.576e-04 |
169560 | 53026            53027 9.505e-04 |
169580 | 53034            53035 9.500e-04 |
169600 | 53041            53042 9.511e-04 |
169620 | 53045            53046 9.578e-04 |
169640 | 53052            53053 9.526e-04 |
169660 | 53059            53060 9.407e-04 |
169680 | 53064            53065 9.444e-04 |
169700 | 53072            53073 9.578e-04 |
169720 | 53079            53080 9.517e-04 |
169740 | 53084            53085 9.403e-04 |
169760 | 53093            53094 9.507e-04 |
169780 | 53098            53099 9.558e-04 |
169800 | 53102            53103 9.530e-04 |
169820 | 53111            53112 9.545e-04 |
169840 | 53116            53117 9.572e-04 |
169860 | 53121            53122 9.623e-04 |
169880 | 53130            53131 9.539e-04 |
169900 | 53135            53136 9.493e-04 |
169920 | 53140            53141 9.534e-04 |
169940 | 53149            53150 9.571e-04 |
169960 | 53153            53154 9.520e-04 |
169980 | 53162            53163 9.547e-04 |
170000 | 53168            53169 9.508e-04 |
170020 | 53172            53173 9.539e-04 |
170040 | 53179            53180 9.552e-04 |
170060 | 53186            53187 9.537e-04 |
170080 | 53191            53192 9.564e-04 |
170100 | 53198            53199 9.554e-04 |
170120 | 53205            53206 9.584e-04 |
170140 | 53210            53211 9.538e-04 |
170160 | 53219            53220 9.511e-04 |
170180 | 53225            53226 9.547e-04 |
170200 | 53229            53230 9.564e-04 |
170220 | 53238            53239 9.581e-04 |
170240 | 53242            53243 9.565e-04 |
170260 | 53246            53247 9.548e-04 |
170280 | 53255            53256 9.565e-04 |
170300 | 53260            53261 9.598e-04 |
170320 | 53266            53267 9.548e-04 |
170340 | 53274            53275 9.565e-04 |
170360 | 53279            53280 9.551e-04 |
170380 | 53287            53288 9.588e-04 |
170400 | 53292            53293 9.601e-04 |
170420 | 53296            53297 9.609e-04 |
170440 | 53305            53306 9.605e-04 |
170460 | 53311            53312 9.586e-04 |
170480 | 53315            53316 9.587e-04 |
170500 | 53324            53325 9.583e-04 |
170520 | 53330            53331 9.563e-04 |
170540 | 53335            53336 9.608e-04 |
170560 | 53343            53344 9.553e-04 |
170580 | 53349            53350 9.561e-04 |
170600 | 53355            53356 9.580e-04 |
170620 | 53363            53364 9.614e-04 |
170640 | 53367            53368 9.605e-04 |
170660 | 53373            53374 9.563e-04 |
170680 | 53382            53383 9.517e-04 |
170700 | 53387            53388 9.624e-04 |
170720 | 53392            53393 9.571e-04 |
170740 | 53401            53402 9.571e-04 |
170760 | 53405            53406 9.593e-04 |
170780 | 53414            53415 9.570e-04 |
170800 | 53421            53422 9.462e-04 |
170820 | 53425            53426 9.580e-04 |
170840 | 53433            53434 9.554e-04 |
170860 | 53438            53439 9.607e-04 |
170880 | 53442            53443 9.605e-04 |
170900 | 53450            53451 9.613e-04 |
170920 | 53456            53457 9.577e-04 |
170940 | 53461            53462 9.594e-04 |
170960 | 53468            53469 9.589e-04 |
170980 | 53474            53475 9.598e-04 |
171000 | 53480            53481 9.525e-04 |
171020 | 53488            53489 9.604e-04 |
171040 | 53492            53493 9.604e-04 |
171060 | 53497            53498 9.624e-04 |
171080 | 53506            53507 9.641e-04 |
171100 | 53511            53512 9.593e-04 |
171120 | 53517            53518 9.642e-04 |
171140 | 53525            53526 9.601e-04 |
171160 | 53529            53530 9.591e-04 |
171180 | 53535            53536 9.597e-04 |
171200 | 53543            53544 9.637e-04 |
171220 | 53547            53548 9.614e-04 |
171240 | 53556            53557 9.594e-04 |
171260 | 53560            53561 9.575e-04 |
171280 | 53565            53566 9.630e-04 |
171300 | 53574            53575 9.613e-04 |
171320 | 53580            53581 9.611e-04 |
171340 | 53585            53586 9.671e-04 |
171360 | 53592            53593 9.660e-04 |
171380 | 53598            53599 9.606e-04 |
171400 | 53604            53605 9.590e-04 |
171420 | 53612            53613 9.604e-04 |
171440 | 53617            53618 9.616e-04 |
171460 | 53623            53624 9.627e-04 |
171480 | 53631            53632 9.628e-04 |
171500 | 53635            53636 9.635e-04 |
171520 | 53641            53642 9.662e-04 |
171540 | 53649            53650 9.639e-04 |
171560 | 53654            53655 9.607e-04 |
171580 | 53660            53661 9.488e-04 |
171600 | 53668            53669 9.624e-04 |
171620 | 53673            53674 9.684e-04 |
171640 | 53682            53683 9.666e-04 |
171660 | 53687            53688 9.651e-04 |
171680 | 53691            53692 9.634e-04 |
171700 | 53699            53700 9.661e-04 |
171720 | 53705            53706 9.625e-04 |
171740 | 53709            53710 9.613e-04 |
171760 | 53719            53720 9.647e-04 |
171780 | 53724            53725 9.692e-04 |
171800 | 53729            53730 9.587e-04 |
171820 | 53737            53738 9.608e-04 |
171840 | 53743            53744 9.645e-04 |
171860 | 53749            53750 9.681e-04 |
171880 | 53756            53757 9.652e-04 |
171900 | 53761            53762 9.653e-04 |
171920 | 53766            53767 9.653e-04 |
171940 | 53774            53775 9.634e-04 |
171960 | 53778            53779 9.618e-04 |
171980 | 53784            53785 9.647e-04 |
172000 | 53791            53792 9.667e-04 |
172020 | 53795            53796 9.655e-04 |
172040 | 53805            53806 9.649e-04 |
172060 | 53811            53812 9.655e-04 |
172080 | 53815            53816 9.682e-04 |
172100 | 53824            53825 9.689e-04 |
172120 | 53829            53830 9.682e-04 |
172140 | 53833            53834 9.662e-04 |
172160 | 53842            53843 9.667e-04 |
172180 | 53847            53848 9.670e-04 |
172200 | 53853            53854 9.677e-04 |
172220 | 53860            53861 9.657e-04 |
172240 | 53866            53867 9.639e-04 |
172260 | 53873            53874 9.670e-04 |
172280 | 53880            53881 9.691e-04 |
172300 | 53884            53885 9.661e-04 |
172320 | 53890            53891 9.644e-04 |
172340 | 53898            53899 9.670e-04 |
172360 | 53902            53903 9.693e-04 |
172380 | 53909            53910 9.696e-04 |
172400 | 53916            53917 9.693e-04 |
172420 | 53920            53921 9.603e-04 |
172440 | 53928            53929 9.675e-04 |
172460 | 53935            53936 9.653e-04 |
172480 | 53940            53941 9.672e-04 |
172500 | 53950            53951 9.684e-04 |
172520 | 53955            53956 9.707e-04 |
172540 | 53959            53960 9.675e-04 |
172560 | 53968            53969 9.678e-04 |
172580 | 53973            53974 9.682e-04 |
172600 | 53978            53979 9.692e-04 |
172620 | 53986            53987 9.674e-04 |
172640 | 53991            53992 9.703e-04 |
172660 | 53998            53999 9.715e-04 |
172680 | 54005            54006 9.669e-04 |
172700 | 54010            54011 9.707e-04 |
172720 | 54017            54018 9.684e-04 |
172740 | 54024            54025 9.650e-04 |
172760 | 54028            54029 9.719e-04 |
172780 | 54035            54036 9.681e-04 |
172800 | 54042            54043 9.703e-04 |
172820 | 54047            54048 9.689e-04 |
172840 | 54054            54055 9.718e-04 |
172860 | 54061            54062 9.691e-04 |
172880 | 54065            54066 9.696e-04 |
172900 | 54074            54075 9.752e-04 |
172920 | 54078            54079 9.710e-04 |
172940 | 54082            54083 9.663e-04 |
172960 | 54091            54092 9.712e-04 |
172980 | 54096            54097 9.717e-04 |
173000 | 54100            54101 9.703e-04 |
173020 | 54109            54110 9.737e-04 |
173040 | 54114            54115 9.718e-04 |
173060 | 54119            54120 9.661e-04 |
173080 | 54128            54129 9.653e-04 |
173100 | 54133            54134 9.706e-04 |
173120 | 54141            54142 9.699e-04 |
173140 | 54146            54147 9.656e-04 |
173160 | 54151            54152 9.704e-04 |
173180 | 54159            54160 9.755e-04 |
173200 | 54166            54167 9.709e-04 |
173220 | 54171            54172 9.721e-04 |
173240 | 54178            54179 9.701e-04 |
173260 | 54185            54186 9.729e-04 |
173280 | 54190            54191 9.746e-04 |
173300 | 54200            54201 9.723e-04 |
173320 | 54205            54206 9.755e-04 |
173340 | 54210            54211 9.733e-04 |
173360 | 54219            54220 9.714e-04 |
173380 | 54223            54224 9.737e-04 |
173400 | 54227            54228 9.669e-04 |
173420 | 54236            54237 9.750e-04 |
173440 | 54241            54242 9.755e-04 |
173460 | 54248            54249 9.743e-04 |
173480 | 54256            54257 9.749e-04 |
173500 | 54261            54262 9.727e-04 |
173520 | 54269            54270 9.724e-04 |
173540 | 54276            54277 9.715e-04 |
173560 | 54280            54281 9.737e-04 |
173580 | 54287            54288 9.746e-04 |
173600 | 54293            54294 9.709e-04 |
173620 | 54297            54298 9.740e-04 |
173640 | 54305            54306 9.783e-04 |
173660 | 54312            54313 9.771e-04 |
173680 | 54316            54317 9.747e-04 |
173700 | 54323            54324 9.758e-04 |
173720 | 54330            54331 9.755e-04 |
173740 | 54334            54335 9.754e-04 |
173760 | 54343            54344 9.776e-04 |
173780 | 54347            54348 9.743e-04 |
173800 | 54352            54353 9.777e-04 |
173820 | 54362            54363 9.733e-04 |
173840 | 54366            54367 9.780e-04 |
173860 | 54372            54373 9.759e-04 |
173880 | 54380            54381 9.766e-04 |
173900 | 54384            54385 9.768e-04 |
